date,time,road,speed
29,21,3510000500-3510000400,41
29,22,3510000500-3510000400,46
29,20,3510000400-3510000450,41
29,21,3510000400-3510000450,41
29,22,3510000400-3510000450,46
29,20,3510000450-3510000300,41
29,21,3510000450-3510000300,41
29,22,3510000450-3510000300,46
30,20,3510000500-3510000400,41
30,21,3510000500-3510000400,37
30,22,3510000500-3510000400,43
30,20,3510000400-3510000450,41
30,21,3510000400-3510000450,37
30,22,3510000400-3510000450,43
30,20,3510000450-3510000300,41
30,21,3510000450-3510000300,37
30,22,3510000450-3510000300,43
1,20,3500006700-3500006301,49
1,21,3500006700-3500006301,52
1,22,3500006700-3500006301,53
3,20,3500006700-3500006301,46
3,21,3500006700-3500006301,47
3,22,3500006700-3500006301,50
4,20,3500006700-3500006301,46
4,21,3500006700-3500006301,49
4,22,3500006700-3500006301,50
5,20,3500006700-3500006301,45
5,21,3500006700-3500006301,49
5,22,3500006700-3500006301,50
6,20,3500006700-3500006301,47
6,21,3500006700-3500006301,45
6,22,3500006700-3500006301,48
7,20,3500006700-3500006301,50
7,21,3500006700-3500006301,49
7,22,3500006700-3500006301,47
8,20,3500006700-3500006301,49
8,21,3500006700-3500006301,51
8,22,3500006700-3500006301,51
9,20,3500006700-3500006301,40
9,21,3500006700-3500006301,44
9,22,3500006700-3500006301,48
10,20,3500006700-3500006301,46
10,21,3500006700-3500006301,49
10,22,3500006700-3500006301,51
11,20,3500006700-3500006301,47
11,21,3500006700-3500006301,50
11,22,3500006700-3500006301,51
12,20,3500006700-3500006301,39
12,21,3500006700-3500006301,47
12,22,3500006700-3500006301,50
13,20,3500006700-3500006301,47
13,21,3500006700-3500006301,49
13,22,3500006700-3500006301,51
14,20,3500006700-3500006301,49
14,21,3500006700-3500006301,51
14,22,3500006700-3500006301,51
15,20,3500006700-3500006301,45
15,21,3500006700-3500006301,47
15,22,3500006700-3500006301,50
16,20,3500006700-3500006301,45
16,21,3500006700-3500006301,48
16,22,3500006700-3500006301,51
17,20,3500006700-3500006301,43
17,21,3500006700-3500006301,49
17,22,3500006700-3500006301,45
18,20,3500006700-3500006301,49
18,21,3500006700-3500006301,48
18,22,3500006700-3500006301,49
19,20,3500006700-3500006301,45
19,21,3500006700-3500006301,48
19,22,3500006700-3500006301,50
20,20,3500006700-3500006301,50
20,21,3500006700-3500006301,49
20,22,3500006700-3500006301,48
21,20,3500006700-3500006301,46
21,21,3500006700-3500006301,49
21,22,3500006700-3500006301,52
22,20,3500006700-3500006301,45
22,21,3500006700-3500006301,50
22,22,3500006700-3500006301,49
23,20,3500006700-3500006301,48
23,21,3500006700-3500006301,51
23,22,3500006700-3500006301,51
25,20,3500006700-3500006301,46
25,21,3500006700-3500006301,48
25,22,3500006700-3500006301,49
26,20,3500006700-3500006301,47
26,21,3500006700-3500006301,46
26,22,3500006700-3500006301,46
27,20,3500006700-3500006301,49
27,21,3500006700-3500006301,48
27,22,3500006700-3500006301,50
28,20,3500006700-3500006301,50
28,21,3500006700-3500006301,51
28,22,3500006700-3500006301,51
29,20,3500006700-3500006301,48
29,21,3500006700-3500006301,54
29,22,3500006700-3500006301,56
30,20,3500006700-3500006301,46
30,21,3500006700-3500006301,50
30,22,3500006700-3500006301,50
1,20,3500007700-3500008200,41
1,21,3500007700-3500008200,39
1,22,3500007700-3500008200,34
3,20,3500007700-3500008200,31
3,21,3500007700-3500008200,37
3,22,3500007700-3500008200,39
4,20,3500007700-3500008200,32
4,21,3500007700-3500008200,36
4,22,3500007700-3500008200,39
5,20,3500007700-3500008200,38
5,21,3500007700-3500008200,40
5,22,3500007700-3500008200,44
6,20,3500007700-3500008200,33
6,21,3500007700-3500008200,39
6,22,3500007700-3500008200,28
7,20,3500007700-3500008200,36
7,21,3500007700-3500008200,36
7,22,3500007700-3500008200,37
8,20,3500007700-3500008200,31
8,21,3500007700-3500008200,29
8,22,3500007700-3500008200,35
9,20,3500007700-3500008200,33
9,21,3500007700-3500008200,38
9,22,3500007700-3500008200,41
10,20,3500007700-3500008200,29
10,21,3500007700-3500008200,30
10,22,3500007700-3500008200,34
11,20,3500007700-3500008200,29
11,21,3500007700-3500008200,35
11,22,3500007700-3500008200,34
12,20,3500007700-3500008200,35
12,21,3500007700-3500008200,31
12,22,3500007700-3500008200,33
13,20,3500007700-3500008200,32
13,21,3500007700-3500008200,34
13,22,3500007700-3500008200,39
14,20,3500007700-3500008200,36
14,21,3500007700-3500008200,35
14,22,3500007700-3500008200,36
15,20,3500007700-3500008200,33
15,21,3500007700-3500008200,35
15,22,3500007700-3500008200,36
16,20,3500007700-3500008200,35
16,21,3500007700-3500008200,38
16,22,3500007700-3500008200,35
17,20,3500007700-3500008200,24
17,21,3500007700-3500008200,26
17,22,3500007700-3500008200,31
18,20,3500007700-3500008200,43
18,21,3500007700-3500008200,38
18,22,3500007700-3500008200,32
19,20,3500007700-3500008200,38
19,21,3500007700-3500008200,36
19,22,3500007700-3500008200,35
20,20,3500007700-3500008200,33
20,21,3500007700-3500008200,42
20,22,3500007700-3500008200,37
21,20,3500007700-3500008200,39
21,21,3500007700-3500008200,36
21,22,3500007700-3500008200,40
22,20,3500007700-3500008200,37
22,21,3500007700-3500008200,30
22,22,3500007700-3500008200,33
23,20,3500007700-3500008200,30
23,21,3500007700-3500008200,30
23,22,3500007700-3500008200,30
25,20,3500007700-3500008200,29
25,21,3500007700-3500008200,30
25,22,3500007700-3500008200,32
26,20,3500007700-3500008200,27
26,21,3500007700-3500008200,28
26,22,3500007700-3500008200,29
27,20,3500007700-3500008200,32
27,21,3500007700-3500008200,36
27,22,3500007700-3500008200,36
28,20,3500007700-3500008200,30
28,21,3500007700-3500008200,32
28,22,3500007700-3500008200,35
29,20,3500007700-3500008200,36
29,21,3500007700-3500008200,39
29,22,3500007700-3500008200,36
30,20,3500007700-3500008200,34
30,21,3500007700-3500008200,40
30,22,3500007700-3500008200,30
1,20,3500008200-3500007700,27
1,21,3500008200-3500007700,26
1,22,3500008200-3500007700,33
3,20,3500008200-3500007700,26
3,21,3500008200-3500007700,34
3,22,3500008200-3500007700,36
4,20,3500008200-3500007700,29
4,21,3500008200-3500007700,30
4,22,3500008200-3500007700,34
5,20,3500008200-3500007700,28
5,21,3500008200-3500007700,27
5,22,3500008200-3500007700,33
6,20,3500008200-3500007700,27
6,21,3500008200-3500007700,30
6,22,3500008200-3500007700,30
7,20,3500008200-3500007700,26
7,21,3500008200-3500007700,34
7,22,3500008200-3500007700,37
8,20,3500008200-3500007700,26
8,21,3500008200-3500007700,28
8,22,3500008200-3500007700,30
9,20,3500008200-3500007700,30
9,21,3500008200-3500007700,24
9,22,3500008200-3500007700,30
10,20,3500008200-3500007700,27
10,21,3500008200-3500007700,32
10,22,3500008200-3500007700,33
11,20,3500008200-3500007700,24
11,21,3500008200-3500007700,32
11,22,3500008200-3500007700,32
12,20,3500008200-3500007700,25
12,21,3500008200-3500007700,35
12,22,3500008200-3500007700,25
13,20,3500008200-3500007700,37
13,21,3500008200-3500007700,30
13,22,3500008200-3500007700,35
14,20,3500008200-3500007700,30
14,21,3500008200-3500007700,29
14,22,3500008200-3500007700,27
15,20,3500008200-3500007700,32
15,21,3500008200-3500007700,30
15,22,3500008200-3500007700,33
16,20,3500008200-3500007700,27
16,21,3500008200-3500007700,30
16,22,3500008200-3500007700,33
17,20,3500008200-3500007700,33
17,21,3500008200-3500007700,30
17,22,3500008200-3500007700,31
18,20,3500008200-3500007700,25
18,21,3500008200-3500007700,27
18,22,3500008200-3500007700,30
19,20,3500008200-3500007700,32
19,21,3500008200-3500007700,37
19,22,3500008200-3500007700,39
20,20,3500008200-3500007700,28
20,21,3500008200-3500007700,35
20,22,3500008200-3500007700,28
21,20,3500008200-3500007700,32
21,21,3500008200-3500007700,29
21,22,3500008200-3500007700,38
22,20,3500008200-3500007700,27
22,21,3500008200-3500007700,37
22,22,3500008200-3500007700,33
23,20,3500008200-3500007700,27
23,21,3500008200-3500007700,32
23,22,3500008200-3500007700,27
25,20,3500008200-3500007700,34
25,21,3500008200-3500007700,39
25,22,3500008200-3500007700,39
26,20,3500008200-3500007700,32
26,21,3500008200-3500007700,37
26,22,3500008200-3500007700,34
27,20,3500008200-3500007700,32
27,21,3500008200-3500007700,35
27,22,3500008200-3500007700,35
28,20,3500008200-3500007700,23
28,21,3500008200-3500007700,32
28,22,3500008200-3500007700,33
29,20,3500008200-3500007700,28
29,21,3500008200-3500007700,34
29,22,3500008200-3500007700,32
30,20,3500008200-3500007700,23
30,21,3500008200-3500007700,31
30,22,3500008200-3500007700,34
1,20,3500051802-3500302300,30
1,21,3500051802-3500302300,31
1,22,3500051802-3500302300,30
1,20,3500302300-3500007100,30
1,21,3500302300-3500007100,31
1,22,3500302300-3500007100,30
1,20,3500007100-3500058900,23
1,21,3500007100-3500058900,24
1,22,3500007100-3500058900,27
1,20,3500058900-3500060860,23
1,21,3500058900-3500060860,24
1,22,3500058900-3500060860,27
1,20,3500060860-3500060800,23
1,21,3500060860-3500060800,24
1,22,3500060860-3500060800,27
1,20,3500060800-3500060850,23
1,21,3500060800-3500060850,24
1,22,3500060800-3500060850,27
1,20,3500060850-3510021200,23
1,21,3500060850-3510021200,24
1,22,3500060850-3510021200,27
1,20,3510021200-3510021250,19
1,21,3510021200-3510021250,23
1,22,3510021200-3510021250,26
1,20,3510021250-3510021500,19
1,21,3510021250-3510021500,23
1,22,3510021250-3510021500,26
1,20,3510021500-3510021800,25
1,21,3510021500-3510021800,27
1,22,3510021500-3510021800,30
1,20,3510021800-3510021500,23
1,21,3510021800-3510021500,23
1,22,3510021800-3510021500,30
1,20,3510021500-3510021250,24
1,21,3510021500-3510021250,29
1,22,3510021500-3510021250,34
1,20,3510021250-3510021200,24
1,21,3510021250-3510021200,29
1,22,3510021250-3510021200,34
1,20,3510021200-3500060850,23
1,21,3510021200-3500060850,29
1,22,3510021200-3500060850,34
1,20,3500060850-3500060800,23
1,21,3500060850-3500060800,29
1,22,3500060850-3500060800,34
1,20,3500060800-3500060860,23
1,21,3500060800-3500060860,29
1,22,3500060800-3500060860,34
1,20,3500060860-3500058900,23
1,21,3500060860-3500058900,29
1,22,3500060860-3500058900,34
1,20,3500058900-3500007100,23
1,21,3500058900-3500007100,29
1,22,3500058900-3500007100,34
1,20,3500007100-3500302300,28
1,21,3500007100-3500302300,28
1,22,3500007100-3500302300,28
1,20,3500302300-3500051802,28
1,21,3500302300-3500051802,28
1,22,3500302300-3500051802,28
3,20,3500051802-3500302300,31
3,21,3500051802-3500302300,30
3,22,3500051802-3500302300,30
3,20,3500302300-3500007100,31
3,21,3500302300-3500007100,30
3,22,3500302300-3500007100,30
3,20,3500007100-3500058900,20
3,21,3500007100-3500058900,23
3,22,3500007100-3500058900,23
3,20,3500058900-3500060860,20
3,21,3500058900-3500060860,23
3,22,3500058900-3500060860,23
3,20,3500060860-3500060800,20
3,21,3500060860-3500060800,23
3,22,3500060860-3500060800,23
3,20,3500060800-3500060850,20
3,21,3500060800-3500060850,23
3,22,3500060800-3500060850,23
3,20,3500060850-3510021200,20
3,21,3500060850-3510021200,23
3,22,3500060850-3510021200,23
3,20,3510021200-3510021250,22
3,21,3510021200-3510021250,23
3,22,3510021200-3510021250,26
3,20,3510021250-3510021500,22
3,21,3510021250-3510021500,23
3,22,3510021250-3510021500,26
3,20,3510021500-3510021800,31
3,21,3510021500-3510021800,32
3,22,3510021500-3510021800,31
3,20,3510021800-3510021500,24
3,21,3510021800-3510021500,29
3,22,3510021800-3510021500,29
3,20,3510021500-3510021250,27
3,21,3510021500-3510021250,30
3,22,3510021500-3510021250,33
3,20,3510021250-3510021200,27
3,21,3510021250-3510021200,30
3,22,3510021250-3510021200,33
3,20,3510021200-3500060850,26
3,21,3510021200-3500060850,30
3,22,3510021200-3500060850,32
3,20,3500060850-3500060800,26
3,21,3500060850-3500060800,30
3,22,3500060850-3500060800,32
3,20,3500060800-3500060860,26
3,21,3500060800-3500060860,30
3,22,3500060800-3500060860,32
3,20,3500060860-3500058900,26
3,21,3500060860-3500058900,30
3,22,3500060860-3500058900,32
3,20,3500058900-3500007100,26
3,21,3500058900-3500007100,30
3,22,3500058900-3500007100,32
3,20,3500007100-3500302300,28
3,21,3500007100-3500302300,27
3,22,3500007100-3500302300,30
3,20,3500302300-3500051802,28
3,21,3500302300-3500051802,27
3,22,3500302300-3500051802,30
4,20,3500051802-3500302300,30
4,21,3500051802-3500302300,32
4,22,3500051802-3500302300,28
4,20,3500302300-3500007100,30
4,21,3500302300-3500007100,32
4,22,3500302300-3500007100,28
4,20,3500007100-3500058900,21
4,21,3500007100-3500058900,23
4,22,3500007100-3500058900,24
4,20,3500058900-3500060860,21
4,21,3500058900-3500060860,23
4,22,3500058900-3500060860,24
4,20,3500060860-3500060800,21
4,21,3500060860-3500060800,23
4,22,3500060860-3500060800,24
4,20,3500060800-3500060850,21
4,21,3500060800-3500060850,23
4,22,3500060800-3500060850,24
4,20,3500060850-3510021200,21
4,21,3500060850-3510021200,23
4,22,3500060850-3510021200,24
4,20,3510021200-3510021250,21
4,21,3510021200-3510021250,24
4,22,3510021200-3510021250,26
4,20,3510021250-3510021500,21
4,21,3510021250-3510021500,24
4,22,3510021250-3510021500,26
4,20,3510021500-3510021800,24
4,21,3510021500-3510021800,32
4,22,3510021500-3510021800,35
4,20,3510021800-3510021500,29
4,21,3510021800-3510021500,30
4,22,3510021800-3510021500,27
4,20,3510021500-3510021250,29
4,21,3510021500-3510021250,31
4,22,3510021500-3510021250,31
4,20,3510021250-3510021200,29
4,21,3510021250-3510021200,31
4,22,3510021250-3510021200,31
4,20,3510021200-3500060850,26
4,21,3510021200-3500060850,26
4,22,3510021200-3500060850,28
4,20,3500060850-3500060800,26
4,21,3500060850-3500060800,26
4,22,3500060850-3500060800,28
4,20,3500060800-3500060860,26
4,21,3500060800-3500060860,26
4,22,3500060800-3500060860,28
4,20,3500060860-3500058900,26
4,21,3500060860-3500058900,26
4,22,3500060860-3500058900,28
4,20,3500058900-3500007100,26
4,21,3500058900-3500007100,26
4,22,3500058900-3500007100,28
4,20,3500007100-3500302300,32
4,21,3500007100-3500302300,34
4,22,3500007100-3500302300,34
4,20,3500302300-3500051802,32
4,21,3500302300-3500051802,34
4,22,3500302300-3500051802,34
5,20,3500051802-3500302300,29
5,21,3500051802-3500302300,29
5,22,3500051802-3500302300,32
5,20,3500302300-3500007100,29
5,21,3500302300-3500007100,29
5,22,3500302300-3500007100,32
5,20,3500007100-3500058900,20
5,21,3500007100-3500058900,22
5,22,3500007100-3500058900,22
5,20,3500058900-3500060860,20
5,21,3500058900-3500060860,22
5,22,3500058900-3500060860,22
5,20,3500060860-3500060800,20
5,21,3500060860-3500060800,22
5,22,3500060860-3500060800,22
5,20,3500060800-3500060850,20
5,21,3500060800-3500060850,22
5,22,3500060800-3500060850,22
5,20,3500060850-3510021200,20
5,21,3500060850-3510021200,22
5,22,3500060850-3510021200,22
5,20,3510021200-3510021250,19
5,21,3510021200-3510021250,21
5,22,3510021200-3510021250,23
5,20,3510021250-3510021500,19
5,21,3510021250-3510021500,21
5,22,3510021250-3510021500,23
5,20,3510021500-3510021800,26
5,21,3510021500-3510021800,28
5,22,3510021500-3510021800,29
5,20,3510021800-3510021500,27
5,21,3510021800-3510021500,29
5,22,3510021800-3510021500,26
5,20,3510021500-3510021250,29
5,21,3510021500-3510021250,33
5,22,3510021500-3510021250,30
5,20,3510021250-3510021200,29
5,21,3510021250-3510021200,33
5,22,3510021250-3510021200,30
5,20,3510021200-3500060850,17
5,21,3510021200-3500060850,25
5,22,3510021200-3500060850,32
5,20,3500060850-3500060800,17
5,21,3500060850-3500060800,25
5,22,3500060850-3500060800,32
5,20,3500060800-3500060860,17
5,21,3500060800-3500060860,25
5,22,3500060800-3500060860,32
5,20,3500060860-3500058900,17
5,21,3500060860-3500058900,25
5,22,3500060860-3500058900,32
5,20,3500058900-3500007100,17
5,21,3500058900-3500007100,25
5,22,3500058900-3500007100,32
5,20,3500007100-3500302300,24
5,21,3500007100-3500302300,26
5,22,3500007100-3500302300,26
5,20,3500302300-3500051802,24
5,21,3500302300-3500051802,26
5,22,3500302300-3500051802,26
6,20,3500051802-3500302300,28
6,21,3500051802-3500302300,29
6,22,3500051802-3500302300,28
6,20,3500302300-3500007100,28
6,21,3500302300-3500007100,29
6,22,3500302300-3500007100,28
6,20,3500007100-3500058900,22
6,21,3500007100-3500058900,22
6,22,3500007100-3500058900,29
6,20,3500058900-3500060860,22
6,21,3500058900-3500060860,22
6,22,3500058900-3500060860,29
6,20,3500060860-3500060800,22
6,21,3500060860-3500060800,22
6,22,3500060860-3500060800,29
6,20,3500060800-3500060850,22
6,21,3500060800-3500060850,22
6,22,3500060800-3500060850,29
6,20,3500060850-3510021200,22
6,21,3500060850-3510021200,22
6,22,3500060850-3510021200,29
6,20,3510021200-3510021250,21
6,21,3510021200-3510021250,27
6,22,3510021200-3510021250,26
6,20,3510021250-3510021500,21
6,21,3510021250-3510021500,27
6,22,3510021250-3510021500,26
6,20,3510021500-3510021800,28
6,21,3510021500-3510021800,27
6,22,3510021500-3510021800,31
6,20,3510021800-3510021500,25
6,21,3510021800-3510021500,26
6,22,3510021800-3510021500,33
6,20,3510021500-3510021250,26
6,21,3510021500-3510021250,24
6,22,3510021500-3510021250,30
6,20,3510021250-3510021200,26
6,21,3510021250-3510021200,24
6,22,3510021250-3510021200,30
6,20,3510021200-3500060850,27
6,21,3510021200-3500060850,28
6,22,3510021200-3500060850,31
6,20,3500060850-3500060800,27
6,21,3500060850-3500060800,28
6,22,3500060850-3500060800,31
6,20,3500060800-3500060860,27
6,21,3500060800-3500060860,28
6,22,3500060800-3500060860,31
6,20,3500060860-3500058900,27
6,21,3500060860-3500058900,28
6,22,3500060860-3500058900,31
6,20,3500058900-3500007100,27
6,21,3500058900-3500007100,28
6,22,3500058900-3500007100,31
6,20,3500007100-3500302300,27
6,21,3500007100-3500302300,27
6,22,3500007100-3500302300,25
6,20,3500302300-3500051802,27
6,21,3500302300-3500051802,27
6,22,3500302300-3500051802,25
7,20,3500051802-3500302300,33
7,21,3500051802-3500302300,30
7,22,3500051802-3500302300,28
7,20,3500302300-3500007100,33
7,21,3500302300-3500007100,30
7,22,3500302300-3500007100,28
7,20,3500007100-3500058900,22
7,21,3500007100-3500058900,23
7,22,3500007100-3500058900,24
7,20,3500058900-3500060860,22
7,21,3500058900-3500060860,23
7,22,3500058900-3500060860,24
7,20,3500060860-3500060800,22
7,21,3500060860-3500060800,23
7,22,3500060860-3500060800,24
7,20,3500060800-3500060850,22
7,21,3500060800-3500060850,23
7,22,3500060800-3500060850,24
7,20,3500060850-3510021200,22
7,21,3500060850-3510021200,23
7,22,3500060850-3510021200,24
7,20,3510021200-3510021250,28
7,21,3510021200-3510021250,25
7,22,3510021200-3510021250,28
7,20,3510021250-3510021500,28
7,21,3510021250-3510021500,25
7,22,3510021250-3510021500,28
7,20,3510021500-3510021800,28
7,21,3510021500-3510021800,29
7,22,3510021500-3510021800,35
7,20,3510021800-3510021500,28
7,21,3510021800-3510021500,33
7,22,3510021800-3510021500,34
7,20,3510021500-3510021250,30
7,21,3510021500-3510021250,33
7,22,3510021500-3510021250,38
7,20,3510021250-3510021200,30
7,21,3510021250-3510021200,33
7,22,3510021250-3510021200,38
7,20,3510021200-3500060850,27
7,21,3510021200-3500060850,33
7,22,3510021200-3500060850,34
7,20,3500060850-3500060800,27
7,21,3500060850-3500060800,33
7,22,3500060850-3500060800,34
7,20,3500060800-3500060860,27
7,21,3500060800-3500060860,33
7,22,3500060800-3500060860,34
7,20,3500060860-3500058900,27
7,21,3500060860-3500058900,33
7,22,3500060860-3500058900,34
7,20,3500058900-3500007100,27
7,21,3500058900-3500007100,33
7,22,3500058900-3500007100,34
7,20,3500007100-3500302300,27
7,21,3500007100-3500302300,22
7,22,3500007100-3500302300,24
7,20,3500302300-3500051802,27
7,21,3500302300-3500051802,22
7,22,3500302300-3500051802,24
8,20,3500051802-3500302300,32
8,21,3500051802-3500302300,37
8,22,3500051802-3500302300,33
8,20,3500302300-3500007100,32
8,21,3500302300-3500007100,37
8,22,3500302300-3500007100,33
8,20,3500007100-3500058900,19
8,21,3500007100-3500058900,23
8,22,3500007100-3500058900,25
8,20,3500058900-3500060860,19
8,21,3500058900-3500060860,23
8,22,3500058900-3500060860,25
8,20,3500060860-3500060800,19
8,21,3500060860-3500060800,23
8,22,3500060860-3500060800,25
8,20,3500060800-3500060850,19
8,21,3500060800-3500060850,23
8,22,3500060800-3500060850,25
8,20,3500060850-3510021200,19
8,21,3500060850-3510021200,23
8,22,3500060850-3510021200,25
8,20,3510021200-3510021250,19
8,21,3510021200-3510021250,25
8,22,3510021200-3510021250,27
8,20,3510021250-3510021500,19
8,21,3510021250-3510021500,25
8,22,3510021250-3510021500,27
8,20,3510021500-3510021800,26
8,21,3510021500-3510021800,30
8,22,3510021500-3510021800,35
8,20,3510021800-3510021500,29
8,21,3510021800-3510021500,34
8,22,3510021800-3510021500,34
8,20,3510021500-3510021250,24
8,21,3510021500-3510021250,27
8,22,3510021500-3510021250,32
8,20,3510021250-3510021200,24
8,21,3510021250-3510021200,27
8,22,3510021250-3510021200,32
8,20,3510021200-3500060850,23
8,21,3510021200-3500060850,24
8,22,3510021200-3500060850,31
8,20,3500060850-3500060800,23
8,21,3500060850-3500060800,24
8,22,3500060850-3500060800,31
8,20,3500060800-3500060860,23
8,21,3500060800-3500060860,24
8,22,3500060800-3500060860,31
8,20,3500060860-3500058900,23
8,21,3500060860-3500058900,24
8,22,3500060860-3500058900,31
8,20,3500058900-3500007100,23
8,21,3500058900-3500007100,24
8,22,3500058900-3500007100,31
8,20,3500007100-3500302300,19
8,21,3500007100-3500302300,22
8,22,3500007100-3500302300,28
8,20,3500302300-3500051802,19
8,21,3500302300-3500051802,22
8,22,3500302300-3500051802,28
9,20,3500051802-3500302300,32
9,21,3500051802-3500302300,32
9,22,3500051802-3500302300,32
9,20,3500302300-3500007100,32
9,21,3500302300-3500007100,32
9,22,3500302300-3500007100,32
9,20,3500007100-3500058900,23
9,21,3500007100-3500058900,23
9,22,3500007100-3500058900,25
9,20,3500058900-3500060860,23
9,21,3500058900-3500060860,23
9,22,3500058900-3500060860,25
9,20,3500060860-3500060800,23
9,21,3500060860-3500060800,23
9,22,3500060860-3500060800,25
9,20,3500060800-3500060850,23
9,21,3500060800-3500060850,23
9,22,3500060800-3500060850,25
9,20,3500060850-3510021200,23
9,21,3500060850-3510021200,23
9,22,3500060850-3510021200,25
9,20,3510021200-3510021250,19
9,21,3510021200-3510021250,23
9,22,3510021200-3510021250,27
9,20,3510021250-3510021500,19
9,21,3510021250-3510021500,23
9,22,3510021250-3510021500,27
9,20,3510021500-3510021800,22
9,21,3510021500-3510021800,24
9,22,3510021500-3510021800,33
9,20,3510021800-3510021500,22
9,21,3510021800-3510021500,24
9,22,3510021800-3510021500,23
9,20,3510021500-3510021250,26
9,21,3510021500-3510021250,29
9,22,3510021500-3510021250,36
9,20,3510021250-3510021200,26
9,21,3510021250-3510021200,29
9,22,3510021250-3510021200,36
9,20,3510021200-3500060850,24
9,21,3510021200-3500060850,25
9,22,3510021200-3500060850,30
9,20,3500060850-3500060800,24
9,21,3500060850-3500060800,25
9,22,3500060850-3500060800,30
9,20,3500060800-3500060860,24
9,21,3500060800-3500060860,25
9,22,3500060800-3500060860,30
9,20,3500060860-3500058900,24
9,21,3500060860-3500058900,25
9,22,3500060860-3500058900,30
9,20,3500058900-3500007100,24
9,21,3500058900-3500007100,25
9,22,3500058900-3500007100,30
9,20,3500007100-3500302300,29
9,21,3500007100-3500302300,28
9,22,3500007100-3500302300,31
9,20,3500302300-3500051802,29
9,21,3500302300-3500051802,28
9,22,3500302300-3500051802,31
10,20,3500051802-3500302300,25
10,21,3500051802-3500302300,25
10,22,3500051802-3500302300,25
10,20,3500302300-3500007100,25
10,21,3500302300-3500007100,25
10,22,3500302300-3500007100,25
10,20,3500007100-3500058900,21
10,21,3500007100-3500058900,21
10,22,3500007100-3500058900,21
10,20,3500058900-3500060860,21
10,21,3500058900-3500060860,21
10,22,3500058900-3500060860,21
10,20,3500060860-3500060800,21
10,21,3500060860-3500060800,21
10,22,3500060860-3500060800,21
10,20,3500060800-3500060850,21
10,21,3500060800-3500060850,21
10,22,3500060800-3500060850,21
10,20,3500060850-3510021200,21
10,21,3500060850-3510021200,21
10,22,3500060850-3510021200,21
10,20,3510021200-3510021250,18
10,21,3510021200-3510021250,21
10,22,3510021200-3510021250,29
10,20,3510021250-3510021500,18
10,21,3510021250-3510021500,21
10,22,3510021250-3510021500,29
10,20,3510021500-3510021800,29
10,21,3510021500-3510021800,32
10,22,3510021500-3510021800,32
10,20,3510021800-3510021500,27
10,21,3510021800-3510021500,27
10,22,3510021800-3510021500,30
10,20,3510021500-3510021250,22
10,21,3510021500-3510021250,22
10,22,3510021500-3510021250,38
10,20,3510021250-3510021200,22
10,21,3510021250-3510021200,22
10,22,3510021250-3510021200,38
10,20,3510021200-3500060850,25
10,21,3510021200-3500060850,26
10,22,3510021200-3500060850,32
10,20,3500060850-3500060800,25
10,21,3500060850-3500060800,26
10,22,3500060850-3500060800,32
10,20,3500060800-3500060860,25
10,21,3500060800-3500060860,26
10,22,3500060800-3500060860,32
10,20,3500060860-3500058900,25
10,21,3500060860-3500058900,26
10,22,3500060860-3500058900,32
10,20,3500058900-3500007100,25
10,21,3500058900-3500007100,26
10,22,3500058900-3500007100,32
10,20,3500007100-3500302300,26
10,21,3500007100-3500302300,37
10,22,3500007100-3500302300,29
10,20,3500302300-3500051802,26
10,21,3500302300-3500051802,37
10,22,3500302300-3500051802,29
11,20,3500051802-3500302300,24
11,21,3500051802-3500302300,25
11,22,3500051802-3500302300,20
11,20,3500302300-3500007100,24
11,21,3500302300-3500007100,25
11,22,3500302300-3500007100,20
11,20,3500007100-3500058900,25
11,21,3500007100-3500058900,24
11,22,3500007100-3500058900,23
11,20,3500058900-3500060860,25
11,21,3500058900-3500060860,24
11,22,3500058900-3500060860,23
11,20,3500060860-3500060800,25
11,21,3500060860-3500060800,24
11,22,3500060860-3500060800,23
11,20,3500060800-3500060850,25
11,21,3500060800-3500060850,24
11,22,3500060800-3500060850,23
11,20,3500060850-3510021200,25
11,21,3500060850-3510021200,24
11,22,3500060850-3510021200,23
11,20,3510021200-3510021250,27
11,21,3510021200-3510021250,25
11,22,3510021200-3510021250,25
11,20,3510021250-3510021500,27
11,21,3510021250-3510021500,25
11,22,3510021250-3510021500,25
11,20,3510021500-3510021800,28
11,21,3510021500-3510021800,31
11,22,3510021500-3510021800,33
11,20,3510021800-3510021500,27
11,21,3510021800-3510021500,30
11,22,3510021800-3510021500,28
11,20,3510021500-3510021250,27
11,21,3510021500-3510021250,32
11,22,3510021500-3510021250,35
11,20,3510021250-3510021200,27
11,21,3510021250-3510021200,32
11,22,3510021250-3510021200,35
11,20,3510021200-3500060850,28
11,21,3510021200-3500060850,27
11,22,3510021200-3500060850,27
11,20,3500060850-3500060800,28
11,21,3500060850-3500060800,27
11,22,3500060850-3500060800,27
11,20,3500060800-3500060860,28
11,21,3500060800-3500060860,27
11,22,3500060800-3500060860,27
11,20,3500060860-3500058900,28
11,21,3500060860-3500058900,27
11,22,3500060860-3500058900,27
11,20,3500058900-3500007100,28
11,21,3500058900-3500007100,27
11,22,3500058900-3500007100,27
11,20,3500007100-3500302300,29
11,21,3500007100-3500302300,29
11,22,3500007100-3500302300,29
11,20,3500302300-3500051802,29
11,21,3500302300-3500051802,29
11,22,3500302300-3500051802,29
12,20,3500051802-3500302300,32
12,21,3500051802-3500302300,34
12,22,3500051802-3500302300,36
12,20,3500302300-3500007100,32
12,21,3500302300-3500007100,34
