date,time,road,volume
28,7,3500007100-3500006900,1137
28,8,3500007100-3500006900,511
28,9,3500007100-3500006900,565
28,10,3500007100-3500006900,646
28,11,3500007100-3500006900,595
28,12,3500007100-3500006900,807
28,13,3500007100-3500006900,784
28,14,3500007100-3500006900,684
28,15,3500007100-3500006900,535
28,16,3500007100-3500006900,541
28,17,3500007100-3500006900,679
28,18,3500007100-3500006900,607
28,19,3500007100-3500006900,443
28,20,3500007100-3500006900,378
28,21,3500007100-3500006900,319
28,22,3500007100-3500006900,233
28,23,3500007100-3500006900,0
28,0,3500058900-3500007100,211
28,1,3500058900-3500007100,166
28,2,3500058900-3500007100,135
28,3,3500058900-3500007100,110
28,4,3500058900-3500007100,77
28,5,3500058900-3500007100,206
28,6,3500058900-3500007100,547
28,7,3500058900-3500007100,491
28,8,3500058900-3500007100,428
28,9,3500058900-3500007100,530
28,10,3500058900-3500007100,597
28,11,3500058900-3500007100,632
28,12,3500058900-3500007100,661
28,13,3500058900-3500007100,724
28,14,3500058900-3500007100,716
28,15,3500058900-3500007100,659
28,16,3500058900-3500007100,640
28,17,3500058900-3500007100,735
28,18,3500058900-3500007100,685
28,19,3500058900-3500007100,544
28,20,3500058900-3500007100,492
28,21,3500058900-3500007100,341
28,22,3500058900-3500007100,280
28,23,3500058900-3500007100,0
28,0,3500007100-3500058900,202
28,1,3500007100-3500058900,159
28,2,3500007100-3500058900,123
28,3,3500007100-3500058900,93
28,4,3500007100-3500058900,71
28,5,3500007100-3500058900,157
28,6,3500007100-3500058900,505
28,7,3500007100-3500058900,515
28,8,3500007100-3500058900,450
28,9,3500007100-3500058900,568
28,10,3500007100-3500058900,724
28,11,3500007100-3500058900,785
28,12,3500007100-3500058900,824
28,13,3500007100-3500058900,793
28,14,3500007100-3500058900,837
28,15,3500007100-3500058900,774
28,16,3500007100-3500058900,848
28,17,3500007100-3500058900,892
28,18,3500007100-3500058900,800
28,19,3500007100-3500058900,675
28,20,3500007100-3500058900,540
28,21,3500007100-3500058900,431
28,22,3500007100-3500058900,310
28,23,3500007100-3500058900,0
29,0,3500007500-3500007400,109
29,1,3500007500-3500007400,72
29,2,3500007500-3500007400,49
29,3,3500007500-3500007400,53
29,4,3500007500-3500007400,86
29,5,3500007500-3500007400,559
29,6,3500007500-3500007400,1593
29,7,3500007500-3500007400,1461
29,8,3500007500-3500007400,1603
29,9,3500007500-3500007400,1108
29,10,3500007500-3500007400,1040
29,11,3500007500-3500007400,999
29,12,3500007500-3500007400,976
29,13,3500007500-3500007400,1084
29,14,3500007500-3500007400,1024
29,15,3500007500-3500007400,1006
29,16,3500007500-3500007400,959
29,17,3500007500-3500007400,1199
29,18,3500007500-3500007400,1147
29,19,3500007500-3500007400,652
29,20,3500007500-3500007400,462
29,21,3500007500-3500007400,398
29,22,3500007500-3500007400,308
29,23,3500007500-3500007400,0
29,0,3500007400-3500007100,109
29,1,3500007400-3500007100,72
29,2,3500007400-3500007100,49
29,3,3500007400-3500007100,53
29,4,3500007400-3500007100,86
29,5,3500007400-3500007100,559
29,6,3500007400-3500007100,1593
29,7,3500007400-3500007100,1461
29,8,3500007400-3500007100,1603
29,9,3500007400-3500007100,1108
29,10,3500007400-3500007100,1040
29,11,3500007400-3500007100,999
29,12,3500007400-3500007100,976
29,13,3500007400-3500007100,1084
29,14,3500007400-3500007100,1024
29,15,3500007400-3500007100,1006
29,16,3500007400-3500007100,959
29,17,3500007400-3500007100,1199
29,18,3500007400-3500007100,1147
29,19,3500007400-3500007100,652
29,20,3500007400-3500007100,462
29,21,3500007400-3500007100,398
29,22,3500007400-3500007100,308
29,23,3500007400-3500007100,0
29,0,3500007100-3500007400,83
29,1,3500007100-3500007400,51
29,2,3500007100-3500007400,46
29,3,3500007100-3500007400,33
29,4,3500007100-3500007400,64
29,5,3500007100-3500007400,140
29,6,3500007100-3500007400,398
29,7,3500007100-3500007400,658
29,8,3500007100-3500007400,927
29,9,3500007100-3500007400,891
29,10,3500007100-3500007400,889
29,11,3500007100-3500007400,957
29,12,3500007100-3500007400,911
29,13,3500007100-3500007400,901
29,14,3500007100-3500007400,953
29,15,3500007100-3500007400,1039
29,16,3500007100-3500007400,1180
29,17,3500007100-3500007400,1587
29,18,3500007100-3500007400,1429
29,19,3500007100-3500007400,733
29,20,3500007100-3500007400,361
29,21,3500007100-3500007400,325
29,22,3500007100-3500007400,259
29,23,3500007100-3500007400,0
29,0,3500007400-3500007500,83
29,1,3500007400-3500007500,51
29,2,3500007400-3500007500,46
29,3,3500007400-3500007500,33
29,4,3500007400-3500007500,64
29,5,3500007400-3500007500,140
29,6,3500007400-3500007500,398
29,7,3500007400-3500007500,658
29,8,3500007400-3500007500,927
29,9,3500007400-3500007500,891
29,10,3500007400-3500007500,889
29,11,3500007400-3500007500,957
29,12,3500007400-3500007500,911
29,13,3500007400-3500007500,901
29,14,3500007400-3500007500,953
29,15,3500007400-3500007500,1039
29,16,3500007400-3500007500,1180
29,17,3500007400-3500007500,1587
29,18,3500007400-3500007500,1429
29,19,3500007400-3500007500,733
29,20,3500007400-3500007500,361
29,21,3500007400-3500007500,325
29,22,3500007400-3500007500,259
29,23,3500007400-3500007500,0
29,0,3500006900-3500007100,58
29,1,3500006900-3500007100,39
29,2,3500006900-3500007100,33
29,3,3500006900-3500007100,23
29,4,3500006900-3500007100,48
29,5,3500006900-3500007100,104
29,6,3500006900-3500007100,361
29,7,3500006900-3500007100,630
29,8,3500006900-3500007100,787
29,9,3500006900-3500007100,751
29,10,3500006900-3500007100,732
29,11,3500006900-3500007100,894
29,12,3500006900-3500007100,801
29,13,3500006900-3500007100,837
29,14,3500006900-3500007100,851
29,15,3500006900-3500007100,988
29,16,3500006900-3500007100,1065
29,17,3500006900-3500007100,1408
29,18,3500006900-3500007100,1257
29,19,3500006900-3500007100,605
29,20,3500006900-3500007100,308
29,21,3500006900-3500007100,236
29,22,3500006900-3500007100,180
29,23,3500006900-3500007100,0
29,0,3500007100-3500006900,80
29,1,3500007100-3500006900,50
29,2,3500007100-3500006900,38
29,3,3500007100-3500006900,45
29,4,3500007100-3500006900,82
29,5,3500007100-3500006900,585
29,6,3500007100-3500006900,2014
29,7,3500007100-3500006900,1622
29,8,3500007100-3500006900,1341
29,9,3500007100-3500006900,954
29,10,3500007100-3500006900,866
29,11,3500007100-3500006900,785
29,12,3500007100-3500006900,856
29,13,3500007100-3500006900,927
29,14,3500007100-3500006900,817
29,15,3500007100-3500006900,775
29,16,3500007100-3500006900,740
29,17,3500007100-3500006900,846
29,18,3500007100-3500006900,824
29,19,3500007100-3500006900,461
29,20,3500007100-3500006900,309
29,21,3500007100-3500006900,345
29,22,3500007100-3500006900,228
29,23,3500007100-3500006900,0
29,0,3500058900-3500007100,126
29,1,3500058900-3500007100,76
29,2,3500058900-3500007100,78
29,3,3500058900-3500007100,58
29,4,3500058900-3500007100,68
29,5,3500058900-3500007100,270
29,6,3500058900-3500007100,1076
29,7,3500058900-3500007100,989
29,8,3500058900-3500007100,788
29,9,3500058900-3500007100,792
29,10,3500058900-3500007100,784
29,11,3500058900-3500007100,758
29,12,3500058900-3500007100,834
29,13,3500058900-3500007100,790
29,14,3500058900-3500007100,728
29,15,3500058900-3500007100,739
29,16,3500058900-3500007100,756
29,17,3500058900-3500007100,705
29,18,3500058900-3500007100,728
29,19,3500058900-3500007100,522
29,20,3500058900-3500007100,444
29,21,3500058900-3500007100,417
29,22,3500058900-3500007100,314
29,23,3500058900-3500007100,0
29,0,3500007100-3500058900,149
29,1,3500007100-3500058900,93
29,2,3500007100-3500058900,68
29,3,3500007100-3500058900,51
29,4,3500007100-3500058900,72
29,5,3500007100-3500058900,229
29,6,3500007100-3500058900,736
29,7,3500007100-3500058900,732
29,8,3500007100-3500058900,1177
29,9,3500007100-3500058900,998
29,10,3500007100-3500058900,909
29,11,3500007100-3500058900,1000
29,12,3500007100-3500058900,889
29,13,3500007100-3500058900,993
29,14,3500007100-3500058900,1051
29,15,3500007100-3500058900,1019
29,16,3500007100-3500058900,1053
29,17,3500007100-3500058900,1139
29,18,3500007100-3500058900,979
29,19,3500007100-3500058900,660
29,20,3500007100-3500058900,534
29,21,3500007100-3500058900,416
29,22,3500007100-3500058900,328
29,23,3500007100-3500058900,0
30,0,3500007500-3500007400,101
30,1,3500007500-3500007400,77
30,2,3500007500-3500007400,56
30,3,3500007500-3500007400,51
30,4,3500007500-3500007400,94
30,5,3500007500-3500007400,558
30,6,3500007500-3500007400,1579
30,7,3500007500-3500007400,1483
30,8,3500007500-3500007400,1512
30,9,3500007500-3500007400,1090
30,10,3500007500-3500007400,1042
30,11,3500007500-3500007400,1085
30,12,3500007500-3500007400,967
30,13,3500007500-3500007400,1146
30,14,3500007500-3500007400,1067
30,15,3500007500-3500007400,1016
30,16,3500007500-3500007400,1009
30,17,3500007500-3500007400,1167
30,18,3500007500-3500007400,1209
30,19,3500007500-3500007400,712
30,20,3500007500-3500007400,599
30,21,3500007500-3500007400,449
30,22,3500007500-3500007400,331
30,23,3500007500-3500007400,0
30,0,3500007400-3500007100,101
30,1,3500007400-3500007100,77
30,2,3500007400-3500007100,56
30,3,3500007400-3500007100,51
30,4,3500007400-3500007100,94
30,5,3500007400-3500007100,558
30,6,3500007400-3500007100,1579
30,7,3500007400-3500007100,1483
30,8,3500007400-3500007100,1512
30,9,3500007400-3500007100,1090
30,10,3500007400-3500007100,1042
30,11,3500007400-3500007100,1085
30,12,3500007400-3500007100,967
30,13,3500007400-3500007100,1146
30,14,3500007400-3500007100,1067
30,15,3500007400-3500007100,1016
30,16,3500007400-3500007100,1009
30,17,3500007400-3500007100,1167
30,18,3500007400-3500007100,1209
30,19,3500007400-3500007100,712
30,20,3500007400-3500007100,599
30,21,3500007400-3500007100,449
30,22,3500007400-3500007100,331
30,23,3500007400-3500007100,0
30,0,3500007100-3500007400,100
30,1,3500007100-3500007400,69
30,2,3500007100-3500007400,55
30,3,3500007100-3500007400,51
30,4,3500007100-3500007400,62
30,5,3500007100-3500007400,156
30,6,3500007100-3500007400,407
30,7,3500007100-3500007400,758
30,8,3500007100-3500007400,871
30,9,3500007100-3500007400,851
30,10,3500007100-3500007400,851
30,11,3500007100-3500007400,998
30,12,3500007100-3500007400,947
30,13,3500007100-3500007400,1003
30,14,3500007100-3500007400,1012
30,15,3500007100-3500007400,1077
30,16,3500007100-3500007400,1171
30,17,3500007100-3500007400,1550
30,18,3500007100-3500007400,1479
30,19,3500007100-3500007400,805
30,20,3500007100-3500007400,482
30,21,3500007100-3500007400,350
30,22,3500007100-3500007400,241
30,23,3500007100-3500007400,0
30,0,3500007400-3500007500,100
30,1,3500007400-3500007500,69
30,2,3500007400-3500007500,55
30,3,3500007400-3500007500,51
30,4,3500007400-3500007500,62
30,5,3500007400-3500007500,156
30,6,3500007400-3500007500,407
30,7,3500007400-3500007500,758
30,8,3500007400-3500007500,871
30,9,3500007400-3500007500,851
30,10,3500007400-3500007500,851
30,11,3500007400-3500007500,998
30,12,3500007400-3500007500,947
30,13,3500007400-3500007500,1003
30,14,3500007400-3500007500,1012
30,15,3500007400-3500007500,1077
30,16,3500007400-3500007500,1171
30,17,3500007400-3500007500,1550
30,18,3500007400-3500007500,1479
30,19,3500007400-3500007500,805
30,20,3500007400-3500007500,482
30,21,3500007400-3500007500,350
30,22,3500007400-3500007500,241
30,23,3500007400-3500007500,0
30,0,3500006900-3500007100,63
30,1,3500006900-3500007100,41
30,2,3500006900-3500007100,39
30,3,3500006900-3500007100,32
30,4,3500006900-3500007100,49
30,5,3500006900-3500007100,128
30,6,3500006900-3500007100,382
30,7,3500006900-3500007100,722
30,8,3500006900-3500007100,745
30,9,3500006900-3500007100,729
30,10,3500006900-3500007100,689
30,11,3500006900-3500007100,903
30,12,3500006900-3500007100,868
30,13,3500006900-3500007100,902
30,14,3500006900-3500007100,927
30,15,3500006900-3500007100,1006
30,16,3500006900-3500007100,1153
30,17,3500006900-3500007100,1387
30,18,3500006900-3500007100,1302
30,19,3500006900-3500007100,667
30,20,3500006900-3500007100,367
30,21,3500006900-3500007100,271
30,22,3500006900-3500007100,183
30,23,3500006900-3500007100,0
30,0,3500007100-3500006900,86
30,1,3500007100-3500006900,66
30,2,3500007100-3500006900,45
30,3,3500007100-3500006900,45
30,4,3500007100-3500006900,89
30,5,3500007100-3500006900,604
30,6,3500007100-3500006900,1966
30,7,3500007100-3500006900,1700
30,8,3500007100-3500006900,1296
30,9,3500007100-3500006900,980
30,10,3500007100-3500006900,786
30,11,3500007100-3500006900,788
30,12,3500007100-3500006900,806
30,13,3500007100-3500006900,1020
30,14,3500007100-3500006900,881
30,15,3500007100-3500006900,832
30,16,3500007100-3500006900,806
30,17,3500007100-3500006900,839
30,18,3500007100-3500006900,897
30,19,3500007100-3500006900,506
30,20,3500007100-3500006900,403
30,21,3500007100-3500006900,330
30,22,3500007100-3500006900,258
30,23,3500007100-3500006900,0
30,0,3500058900-3500007100,138
30,1,3500058900-3500007100,108
30,2,3500058900-3500007100,83
30,3,3500058900-3500007100,64
30,4,3500058900-3500007100,68
30,5,3500058900-3500007100,296
30,6,3500058900-3500007100,1045
30,7,3500058900-3500007100,1039
30,8,3500058900-3500007100,806
30,9,3500058900-3500007100,739
30,10,3500058900-3500007100,704
30,11,3500058900-3500007100,716
30,12,3500058900-3500007100,762
30,13,3500058900-3500007100,854
30,14,3500058900-3500007100,772
30,15,3500058900-3500007100,794
30,16,3500058900-3500007100,608
30,17,3500058900-3500007100,710
30,18,3500058900-3500007100,725
30,19,3500058900-3500007100,553
30,20,3500058900-3500007100,486
30,21,3500058900-3500007100,400
30,22,3500058900-3500007100,375
30,23,3500058900-3500007100,0
30,0,3500007100-3500058900,123
30,1,3500007100-3500058900,91
30,2,3500007100-3500058900,83
30,3,3500007100-3500058900,47
30,4,3500007100-3500058900,74
30,5,3500007100-3500058900,231
30,6,3500007100-3500058900,739
30,7,3500007100-3500058900,762
30,8,3500007100-3500058900,1128
30,9,3500007100-3500058900,951
30,10,3500007100-3500058900,894
30,11,3500007100-3500058900,990
30,12,3500007100-3500058900,899
30,13,3500007100-3500058900,996
30,14,3500007100-3500058900,1004
30,15,3500007100-3500058900,1085
30,16,3500007100-3500058900,1019
30,17,3500007100-3500058900,1119
30,18,3500007100-3500058900,1079
30,19,3500007100-3500058900,730
30,20,3500007100-3500058900,632
30,21,3500007100-3500058900,498
30,22,3500007100-3500058900,381
30,23,3500007100-3500058900,0
1,0,3500007900-3500007500,159
1,1,3500007900-3500007500,109
1,2,3500007900-3500007500,59
1,3,3500007900-3500007500,58
1,4,3500007900-3500007500,99
1,5,3500007900-3500007500,187
1,6,3500007900-3500007500,383
1,7,3500007900-3500007500,845
1,8,3500007900-3500007500,1323
1,9,3500007900-3500007500,1153
1,10,3500007900-3500007500,1044
1,11,3500007900-3500007500,960
1,12,3500007900-3500007500,1008
1,13,3500007900-3500007500,1158
1,14,3500007900-3500007500,1220
1,15,3500007900-3500007500,1197
1,16,3500007900-3500007500,1223
1,17,3500007900-3500007500,1337
1,18,3500007900-3500007500,1365
1,19,3500007900-3500007500,1070
1,20,3500007900-3500007500,967
1,21,3500007900-3500007500,859
1,22,3500007900-3500007500,611
1,23,3500007900-3500007500,350
1,0,3500007500-3500007900,104
1,1,3500007500-3500007900,66
1,2,3500007500-3500007900,54
1,3,3500007500-3500007900,52
1,4,3500007500-3500007900,80
1,5,3500007500-3500007900,186
1,6,3500007500-3500007900,550
1,7,3500007500-3500007900,1006
1,8,3500007500-3500007900,1101
1,9,3500007500-3500007900,882
1,10,3500007500-3500007900,930
1,11,3500007500-3500007900,1005
1,12,3500007500-3500007900,1044
1,13,3500007500-3500007900,1067
1,14,3500007500-3500007900,998
1,15,3500007500-3500007900,1016
1,16,3500007500-3500007900,1057
1,17,3500007500-3500007900,1066
1,18,3500007500-3500007900,1055
1,19,3500007500-3500007900,780
1,20,3500007500-3500007900,597
1,21,3500007500-3500007900,490
1,22,3500007500-3500007900,342
1,23,3500007500-3500007900,193
1,0,3500006700-3500007500,94
1,1,3500006700-3500007500,54
1,2,3500006700-3500007500,40
1,3,3500006700-3500007500,44
1,4,3500006700-3500007500,69
1,5,3500006700-3500007500,174
1,6,3500006700-3500007500,545
1,7,3500006700-3500007500,964
1,8,3500006700-3500007500,1123
1,9,3500006700-3500007500,829
1,10,3500006700-3500007500,853
1,11,3500006700-3500007500,897
1,12,3500006700-3500007500,932
1,13,3500006700-3500007500,946
1,14,3500006700-3500007500,884
1,15,3500006700-3500007500,863
1,16,3500006700-3500007500,882
1,17,3500006700-3500007500,892
1,18,3500006700-3500007500,959
1,19,3500006700-3500007500,730
1,20,3500006700-3500007500,535
1,21,3500006700-3500007500,438
1,22,3500006700-3500007500,308
1,23,3500006700-3500007500,160
1,0,3500007500-3500006700,157
1,1,3500007500-3500006700,117
1,2,3500007500-3500006700,73
1,3,3500007500-3500006700,59
1,4,3500007500-3500006700,91
1,5,3500007500-3500006700,155
1,6,3500007500-3500006700,342
1,7,3500007500-3500006700,762
1,8,3500007500-3500006700,1153
1,9,3500007500-3500006700,1003
1,10,3500007500-3500006700,940
1,11,3500007500-3500006700,926
1,12,3500007500-3500006700,881
1,13,3500007500-3500006700,1049
1,14,3500007500-3500006700,1019
1,15,3500007500-3500006700,1080
1,16,3500007500-3500006700,1056
1,17,3500007500-3500006700,1160
1,18,3500007500-3500006700,1143
1,19,3500007500-3500006700,892
1,20,3500007500-3500006700,811
1,21,3500007500-3500006700,720
1,22,3500007500-3500006700,515
1,23,3500007500-3500006700,293
1,0,3500059000-3500007500,37
1,1,3500059000-3500007500,29
1,2,3500059000-3500007500,21
1,3,3500059000-3500007500,23
1,4,3500059000-3500007500,27
1,5,3500059000-3500007500,224
1,6,3500059000-3500007500,634
1,7,3500059000-3500007500,766
1,8,3500059000-3500007500,995
1,9,3500059000-3500007500,566
1,10,3500059000-3500007500,581
1,11,3500059000-3500007500,598
1,12,3500059000-3500007500,582
1,13,3500059000-3500007500,665
1,14,3500059000-3500007500,666
1,15,3500059000-3500007500,694
1,16,3500059000-3500007500,757
1,17,3500059000-3500007500,861
1,18,3500059000-3500007500,862
1,19,3500059000-3500007500,477
1,20,3500059000-3500007500,322
1,21,3500059000-3500007500,305
1,22,3500059000-3500007500,174
1,23,3500059000-3500007500,111
1,0,3500007500-3500059000,87
1,1,3500007500-3500059000,60
1,2,3500007500-3500059000,42
1,3,3500007500-3500059000,48
1,4,3500007500-3500059000,67
1,5,3500007500-3500059000,164
1,6,3500007500-3500059000,416
1,7,3500007500-3500059000,629
1,8,3500007500-3500059000,760
1,9,3500007500-3500059000,756
1,10,3500007500-3500059000,745
1,11,3500007500-3500059000,759
1,12,3500007500-3500059000,782
1,13,3500007500-3500059000,786
1,14,3500007500-3500059000,744
1,15,3500007500-3500059000,752
1,16,3500007500-3500059000,756
1,17,3500007500-3500059000,878
1,18,3500007500-3500059000,1036
1,19,3500007500-3500059000,704
1,20,3500007500-3500059000,450
1,21,3500007500-3500059000,372
1,22,3500007500-3500059000,284
1,23,3500007500-3500059000,151
1,0,3510000500-3510000400,187
1,1,3510000500-3510000400,116
1,2,3510000500-3510000400,71
1,3,3510000500-3510000400,71
1,4,3510000500-3510000400,145
1,5,3510000500-3510000400,543
1,6,3510000500-3510000400,1430
1,7,3510000500-3510000400,2241
1,8,3510000500-3510000400,2694
1,9,3510000500-3510000400,2126
1,10,3510000500-3510000400,1880
1,11,3510000500-3510000400,1857
1,12,3510000500-3510000400,1777
1,13,3510000500-3510000400,1899
1,14,3510000500-3510000400,1953
1,15,3510000500-3510000400,1897
1,16,3510000500-3510000400,1878
1,17,3510000500-3510000400,2010
1,18,3510000500-3510000400,1908
1,19,3510000500-3510000400,1265
1,20,3510000500-3510000400,999
1,21,3510000500-3510000400,907
1,22,3510000500-3510000400,698
1,23,3510000500-3510000400,288
1,0,3510000400-3510000500,269
1,1,3510000400-3510000500,195
1,2,3510000400-3510000500,126
1,3,3510000400-3510000500,118
1,4,3510000400-3510000500,186
1,5,3510000400-3510000500,355
1,6,3510000400-3510000500,760
1,7,3510000400-3510000500,1276
1,8,3510000400-3510000500,1722
1,9,3510000400-3510000500,1727
1,10,3510000400-3510000500,1753
1,11,3510000400-3510000500,1797
1,12,3510000400-3510000500,1819
1,13,3510000400-3510000500,1757
1,14,3510000400-3510000500,1872
1,15,3510000400-3510000500,2029
1,16,3510000400-3510000500,2116
1,17,3510000400-3510000500,2247
1,18,3510000400-3510000500,2137
1,19,3510000400-3510000500,1528
1,20,3510000400-3510000500,1357
1,21,3510000400-3510000500,1228
1,22,3510000400-3510000500,886
1,23,3510000400-3510000500,526
1,0,3510000450-3510000400,293
1,1,3510000450-3510000400,212
1,2,3510000450-3510000400,139
1,3,3510000450-3510000400,122
1,4,3510000450-3510000400,165
1,5,3510000450-3510000400,361
1,6,3510000450-3510000400,739
1,7,3510000450-3510000400,1210
1,8,3510000450-3510000400,1570
1,9,3510000450-3510000400,1689
1,10,3510000450-3510000400,1686
1,11,3510000450-3510000400,1783
1,12,3510000450-3510000400,1826
1,13,3510000450-3510000400,1777
1,14,3510000450-3510000400,1855
1,15,3510000450-3510000400,2033
1,16,3510000450-3510000400,2130
1,17,3510000450-3510000400,2252
1,18,3510000450-3510000400,2116
1,19,3510000450-3510000400,1691
1,20,3510000450-3510000400,1451
1,21,3510000450-3510000400,1348
1,22,3510000450-3510000400,970
1,23,3510000450-3510000400,583
1,0,3510000400-3510000450,192
1,1,3510000400-3510000450,125
1,2,3510000400-3510000450,73
1,3,3510000400-3510000450,79
1,4,3510000400-3510000450,162
1,5,3510000400-3510000450,588
1,6,3510000400-3510000450,1466
1,7,3510000400-3510000450,2271
1,8,3510000400-3510000450,2672
1,9,3510000400-3510000450,2131
1,10,3510000400-3510000450,1884
1,11,3510000400-3510000450,1862
1,12,3510000400-3510000450,1767
1,13,3510000400-3510000450,1884
1,14,3510000400-3510000450,1927
1,15,3510000400-3510000450,1876
1,16,3510000400-3510000450,1851
1,17,3510000400-3510000450,2011
1,18,3510000400-3510000450,1886
1,19,3510000400-3510000450,1289
1,20,3510000400-3510000450,1011
1,21,3510000400-3510000450,923
1,22,3510000400-3510000450,721
1,23,3510000400-3510000450,307
2,0,3500007900-3500007500,205
2,1,3500007900-3500007500,124
2,2,3500007900-3500007500,76
2,3,3500007900-3500007500,56
2,4,3500007900-3500007500,97
2,5,3500007900-3500007500,174
2,6,3500007900-3500007500,368
2,7,3500007900-3500007500,842
2,8,3500007900-3500007500,1337
2,9,3500007900-3500007500,1115
2,10,3500007900-3500007500,986
2,11,3500007900-3500007500,1000
2,12,3500007900-3500007500,964
2,13,3500007900-3500007500,1118
2,14,3500007900-3500007500,1207
2,15,3500007900-3500007500,1177
2,16,3500007900-3500007500,1279
2,17,3500007900-3500007500,1421
2,18,3500007900-3500007500,1400
2,19,3500007900-3500007500,1073
2,20,3500007900-3500007500,995
2,21,3500007900-3500007500,960
2,22,3500007900-3500007500,727
2,23,3500007900-3500007500,423
2,0,3500007500-3500007900,145
2,1,3500007500-3500007900,76
2,2,3500007500-3500007900,59
2,3,3500007500-3500007900,59
2,4,3500007500-3500007900,72
2,5,3500007500-3500007900,187
2,6,3500007500-3500007900,627
2,7,3500007500-3500007900,999
2,8,3500007500-3500007900,1077
2,9,3500007500-3500007900,963
2,10,3500007500-3500007900,948
2,11,3500007500-3500007900,977
2,12,3500007500-3500007900,974
2,13,3500007500-3500007900,1032
2,14,3500007500-3500007900,1063
2,15,3500007500-3500007900,1014
2,16,3500007500-3500007900,1029
2,17,3500007500-3500007900,1046
2,18,3500007500-3500007900,1065
2,19,3500007500-3500007900,785
2,20,3500007500-3500007900,682
2,21,3500007500-3500007900,583
2,22,3500007500-3500007900,427
2,23,3500007500-3500007900,212
2,0,3500006700-3500007500,139
2,1,3500006700-3500007500,71
2,2,3500006700-3500007500,54
2,3,3500006700-3500007500,49
2,4,3500006700-3500007500,67
2,5,3500006700-3500007500,168
2,6,3500006700-3500007500,577
2,7,3500006700-3500007500,977
2,8,3500006700-3500007500,1096
2,9,3500006700-3500007500,808
2,10,3500006700-3500007500,809
2,11,3500006700-3500007500,832
2,12,3500006700-3500007500,867
2,13,3500006700-3500007500,903
2,14,3500006700-3500007500,882
2,15,3500006700-3500007500,832
2,16,3500006700-3500007500,902
2,17,3500006700-3500007500,905
2,18,3500006700-3500007500,945
2,19,3500006700-3500007500,670
2,20,3500006700-3500007500,560
2,21,3500006700-3500007500,503
2,22,3500006700-3500007500,334
2,23,3500006700-3500007500,168
2,0,3500007500-3500006700,171
2,1,3500007500-3500006700,119
2,2,3500007500-3500006700,77
2,3,3500007500-3500006700,64
2,4,3500007500-3500006700,97
2,5,3500007500-3500006700,149
2,6,3500007500-3500006700,346
2,7,3500007500-3500006700,768
2,8,3500007500-3500006700,1168
2,9,3500007500-3500006700,928
2,10,3500007500-3500006700,900
2,11,3500007500-3500006700,886
2,12,3500007500-3500006700,876
2,13,3500007500-3500006700,957
2,14,3500007500-3500006700,1026
2,15,3500007500-3500006700,1009
2,16,3500007500-3500006700,1089
2,17,3500007500-3500006700,1263
2,18,3500007500-3500006700,1253
2,19,3500007500-3500006700,935
2,20,3500007500-3500006700,850
2,21,3500007500-3500006700,834
2,22,3500007500-3500006700,590
2,23,3500007500-3500006700,378
2,0,3500059000-3500007500,44
2,1,3500059000-3500007500,30
2,2,3500059000-3500007500,25
2,3,3500059000-3500007500,25
2,4,3500059000-3500007500,22
2,5,3500059000-3500007500,321
2,6,3500059000-3500007500,1293
2,7,3500059000-3500007500,1018
2,8,3500059000-3500007500,1105
2,9,3500059000-3500007500,741
2,10,3500059000-3500007500,607
2,11,3500059000-3500007500,659
2,12,3500059000-3500007500,644
2,13,3500059000-3500007500,664
2,14,3500059000-3500007500,607
2,15,3500059000-3500007500,684
2,16,3500059000-3500007500,701
2,17,3500059000-3500007500,863
2,18,3500059000-3500007500,945
2,19,3500059000-3500007500,467
2,20,3500059000-3500007500,383
2,21,3500059000-3500007500,306
2,22,3500059000-3500007500,222
2,23,3500059000-3500007500,95
2,0,3500007500-3500059000,92
2,1,3500007500-3500059000,66
2,2,3500007500-3500059000,48
2,3,3500007500-3500059000,42
2,4,3500007500-3500059000,66
2,5,3500007500-3500059000,139
2,6,3500007500-3500059000,475
2,7,3500007500-3500059000,664
2,8,3500007500-3500059000,797
2,9,3500007500-3500059000,702
2,10,3500007500-3500059000,742
2,11,3500007500-3500059000,794
2,12,3500007500-3500059000,813
2,13,3500007500-3500059000,790
2,14,3500007500-3500059000,816
2,15,3500007500-3500059000,817
2,16,3500007500-3500059000,915
2,17,3500007500-3500059000,1267
2,18,3500007500-3500059000,1267
2,19,3500007500-3500059000,874
2,20,3500007500-3500059000,515
2,21,3500007500-3500059000,536
2,22,3500007500-3500059000,433
2,23,3500007500-3500059000,190
2,0,3510000500-3510000400,202
2,1,3510000500-3510000400,135
2,2,3510000500-3510000400,84
2,3,3510000500-3510000400,82
2,4,3510000500-3510000400,133
2,5,3510000500-3510000400,561
2,6,3510000500-3510000400,1810
2,7,3510000500-3510000400,2405
2,8,3510000500-3510000400,2688
2,9,3510000500-3510000400,2020
2,10,3510000500-3510000400,1686
2,11,3510000500-3510000400,1692
2,12,3510000500-3510000400,1704
2,13,3510000500-3510000400,1761
2,14,3510000500-3510000400,1909
2,15,3510000500-3510000400,1816
2,16,3510000500-3510000400,1854
2,17,3510000500-3510000400,1993
2,18,3510000500-3510000400,2003
2,19,3510000500-3510000400,1272
2,20,3510000500-3510000400,1079
2,21,3510000500-3510000400,974
2,22,3510000500-3510000400,713
2,23,3510000500-3510000400,322
2,0,3510000400-3510000500,342
2,1,3510000400-3510000500,234
2,2,3510000400-3510000500,178
