date,time,road,speed
4,21,3510000450-3510000400,41
4,22,3510000450-3510000400,48
4,23,3510000450-3510000400,50
4,0,3510000400-3510000500,47
4,1,3510000400-3510000500,47
4,2,3510000400-3510000500,48
4,3,3510000400-3510000500,46
4,4,3510000400-3510000500,46
4,5,3510000400-3510000500,47
4,6,3510000400-3510000500,46
4,7,3510000400-3510000500,40
4,8,3510000400-3510000500,32
4,9,3510000400-3510000500,39
4,10,3510000400-3510000500,37
4,11,3510000400-3510000500,40
4,12,3510000400-3510000500,40
4,13,3510000400-3510000500,38
4,14,3510000400-3510000500,0
4,15,3510000400-3510000500,35
4,16,3510000400-3510000500,33
4,17,3510000400-3510000500,20
4,18,3510000400-3510000500,26
4,19,3510000400-3510000500,39
4,20,3510000400-3510000500,41
4,21,3510000400-3510000500,41
4,22,3510000400-3510000500,48
4,23,3510000400-3510000500,50
5,0,3510000300-3510000450,46
5,1,3510000300-3510000450,47
5,2,3510000300-3510000450,48
5,3,3510000300-3510000450,48
5,4,3510000300-3510000450,47
5,5,3510000300-3510000450,47
5,6,3510000300-3510000450,45
5,7,3510000300-3510000450,38
5,8,3510000300-3510000450,27
5,9,3510000300-3510000450,38
5,10,3510000300-3510000450,39
5,11,3510000300-3510000450,37
5,12,3510000300-3510000450,38
5,13,3510000300-3510000450,36
5,14,3510000300-3510000450,0
5,15,3510000300-3510000450,31
5,16,3510000300-3510000450,26
5,17,3510000300-3510000450,24
5,18,3510000300-3510000450,23
5,19,3510000300-3510000450,35
5,20,3510000300-3510000450,40
5,21,3510000300-3510000450,41
5,22,3510000300-3510000450,45
5,23,3510000300-3510000450,50
5,0,3510000450-3510000400,46
5,1,3510000450-3510000400,47
5,2,3510000450-3510000400,48
5,3,3510000450-3510000400,48
5,4,3510000450-3510000400,47
5,5,3510000450-3510000400,47
5,6,3510000450-3510000400,45
5,7,3510000450-3510000400,38
5,8,3510000450-3510000400,27
5,9,3510000450-3510000400,38
5,10,3510000450-3510000400,39
5,11,3510000450-3510000400,37
5,12,3510000450-3510000400,38
5,13,3510000450-3510000400,36
5,14,3510000450-3510000400,0
5,15,3510000450-3510000400,31
5,16,3510000450-3510000400,26
5,17,3510000450-3510000400,24
5,18,3510000450-3510000400,23
5,19,3510000450-3510000400,35
5,20,3510000450-3510000400,40
5,21,3510000450-3510000400,41
5,22,3510000450-3510000400,45
5,23,3510000450-3510000400,50
5,0,3510000400-3510000500,46
5,1,3510000400-3510000500,47
5,2,3510000400-3510000500,48
5,3,3510000400-3510000500,48
5,4,3510000400-3510000500,47
5,5,3510000400-3510000500,47
5,6,3510000400-3510000500,45
5,7,3510000400-3510000500,38
5,8,3510000400-3510000500,27
5,9,3510000400-3510000500,38
5,10,3510000400-3510000500,39
5,11,3510000400-3510000500,37
5,12,3510000400-3510000500,38
5,13,3510000400-3510000500,36
5,14,3510000400-3510000500,0
5,15,3510000400-3510000500,31
5,16,3510000400-3510000500,26
5,17,3510000400-3510000500,24
5,18,3510000400-3510000500,23
5,19,3510000400-3510000500,35
5,20,3510000400-3510000500,40
5,21,3510000400-3510000500,41
5,22,3510000400-3510000500,45
5,23,3510000400-3510000500,50
6,0,3510000300-3510000450,46
6,1,3510000300-3510000450,47
6,2,3510000300-3510000450,47
6,3,3510000300-3510000450,48
6,4,3510000300-3510000450,47
6,5,3510000300-3510000450,47
6,6,3510000300-3510000450,48
6,7,3510000300-3510000450,44
6,8,3510000300-3510000450,40
6,9,3510000300-3510000450,38
6,10,3510000300-3510000450,39
6,11,3510000300-3510000450,36
6,12,3510000300-3510000450,31
6,13,3510000300-3510000450,34
6,14,3510000300-3510000450,0
6,15,3510000300-3510000450,32
6,16,3510000300-3510000450,33
6,17,3510000300-3510000450,32
6,18,3510000300-3510000450,37
6,19,3510000300-3510000450,40
6,20,3510000300-3510000450,41
6,21,3510000300-3510000450,42
6,22,3510000300-3510000450,47
6,23,3510000300-3510000450,49
6,0,3510000450-3510000400,46
6,1,3510000450-3510000400,47
6,2,3510000450-3510000400,47
6,3,3510000450-3510000400,48
6,4,3510000450-3510000400,47
6,5,3510000450-3510000400,47
6,6,3510000450-3510000400,48
6,7,3510000450-3510000400,44
6,8,3510000450-3510000400,40
6,9,3510000450-3510000400,38
6,10,3510000450-3510000400,39
6,11,3510000450-3510000400,36
6,12,3510000450-3510000400,31
6,13,3510000450-3510000400,34
6,14,3510000450-3510000400,0
6,15,3510000450-3510000400,32
6,16,3510000450-3510000400,33
6,17,3510000450-3510000400,32
6,18,3510000450-3510000400,37
6,19,3510000450-3510000400,40
6,20,3510000450-3510000400,41
6,21,3510000450-3510000400,42
6,22,3510000450-3510000400,47
6,23,3510000450-3510000400,49
6,0,3510000400-3510000500,46
6,1,3510000400-3510000500,47
6,2,3510000400-3510000500,47
6,3,3510000400-3510000500,48
6,4,3510000400-3510000500,47
6,5,3510000400-3510000500,47
6,6,3510000400-3510000500,48
6,7,3510000400-3510000500,44
6,8,3510000400-3510000500,40
6,9,3510000400-3510000500,38
6,10,3510000400-3510000500,39
6,11,3510000400-3510000500,36
6,12,3510000400-3510000500,31
6,13,3510000400-3510000500,34
6,14,3510000400-3510000500,0
6,15,3510000400-3510000500,32
6,16,3510000400-3510000500,33
6,17,3510000400-3510000500,32
6,18,3510000400-3510000500,37
6,19,3510000400-3510000500,40
6,20,3510000400-3510000500,41
6,21,3510000400-3510000500,42
6,22,3510000400-3510000500,47
6,23,3510000400-3510000500,49
7,0,3510000300-3510000450,47
7,1,3510000300-3510000450,49
7,2,3510000300-3510000450,49
7,3,3510000300-3510000450,50
7,4,3510000300-3510000450,49
7,5,3510000300-3510000450,46
7,6,3510000300-3510000450,46
7,7,3510000300-3510000450,44
7,8,3510000300-3510000450,46
7,9,3510000300-3510000450,44
7,10,3510000300-3510000450,44
7,11,3510000300-3510000450,41
7,12,3510000300-3510000450,41
7,13,3510000300-3510000450,40
7,14,3510000300-3510000450,0
7,15,3510000300-3510000450,36
7,16,3510000300-3510000450,37
7,17,3510000300-3510000450,36
7,18,3510000300-3510000450,38
7,19,3510000300-3510000450,36
7,20,3510000300-3510000450,40
7,21,3510000300-3510000450,42
7,22,3510000300-3510000450,46
7,23,3510000300-3510000450,52
7,0,3510000450-3510000400,47
7,1,3510000450-3510000400,49
7,2,3510000450-3510000400,49
7,3,3510000450-3510000400,50
7,4,3510000450-3510000400,49
7,5,3510000450-3510000400,46
7,6,3510000450-3510000400,46
7,7,3510000450-3510000400,44
7,8,3510000450-3510000400,46
7,9,3510000450-3510000400,44
7,10,3510000450-3510000400,44
7,11,3510000450-3510000400,41
7,12,3510000450-3510000400,41
7,13,3510000450-3510000400,40
7,14,3510000450-3510000400,0
7,15,3510000450-3510000400,36
7,16,3510000450-3510000400,37
7,17,3510000450-3510000400,36
7,18,3510000450-3510000400,38
7,19,3510000450-3510000400,36
7,20,3510000450-3510000400,40
7,21,3510000450-3510000400,42
7,22,3510000450-3510000400,46
7,23,3510000450-3510000400,52
7,0,3510000400-3510000500,47
7,1,3510000400-3510000500,49
7,2,3510000400-3510000500,49
7,3,3510000400-3510000500,50
7,4,3510000400-3510000500,49
7,5,3510000400-3510000500,46
7,6,3510000400-3510000500,46
7,7,3510000400-3510000500,44
7,8,3510000400-3510000500,46
7,9,3510000400-3510000500,44
7,10,3510000400-3510000500,44
7,11,3510000400-3510000500,41
7,12,3510000400-3510000500,41
7,13,3510000400-3510000500,40
7,14,3510000400-3510000500,0
7,15,3510000400-3510000500,36
7,16,3510000400-3510000500,37
7,17,3510000400-3510000500,36
7,18,3510000400-3510000500,38
7,19,3510000400-3510000500,36
7,20,3510000400-3510000500,40
7,21,3510000400-3510000500,42
7,22,3510000400-3510000500,46
7,23,3510000400-3510000500,52
8,0,3510000300-3510000450,46
8,1,3510000300-3510000450,45
8,2,3510000300-3510000450,48
8,3,3510000300-3510000450,46
8,4,3510000300-3510000450,46
8,5,3510000300-3510000450,47
8,6,3510000300-3510000450,45
8,7,3510000300-3510000450,40
8,8,3510000300-3510000450,28
8,9,3510000300-3510000450,40
8,10,3510000300-3510000450,39
8,11,3510000300-3510000450,39
8,12,3510000300-3510000450,38
8,13,3510000300-3510000450,34
8,14,3510000300-3510000450,0
8,15,3510000300-3510000450,34
8,16,3510000300-3510000450,26
8,17,3510000300-3510000450,26
8,18,3510000300-3510000450,26
8,19,3510000300-3510000450,40
8,20,3510000300-3510000450,42
8,21,3510000300-3510000450,42
8,22,3510000300-3510000450,47
8,23,3510000300-3510000450,52
8,0,3510000450-3510000400,46
8,1,3510000450-3510000400,45
8,2,3510000450-3510000400,48
8,3,3510000450-3510000400,46
8,4,3510000450-3510000400,46
8,5,3510000450-3510000400,47
8,6,3510000450-3510000400,45
8,7,3510000450-3510000400,40
8,8,3510000450-3510000400,28
8,9,3510000450-3510000400,40
8,10,3510000450-3510000400,39
8,11,3510000450-3510000400,39
8,12,3510000450-3510000400,38
8,13,3510000450-3510000400,34
8,14,3510000450-3510000400,0
8,15,3510000450-3510000400,34
8,16,3510000450-3510000400,26
8,17,3510000450-3510000400,26
8,18,3510000450-3510000400,26
8,19,3510000450-3510000400,40
8,20,3510000450-3510000400,42
8,21,3510000450-3510000400,42
8,22,3510000450-3510000400,47
8,23,3510000450-3510000400,52
8,0,3510000400-3510000500,46
8,1,3510000400-3510000500,45
8,2,3510000400-3510000500,48
8,3,3510000400-3510000500,46
8,4,3510000400-3510000500,46
8,5,3510000400-3510000500,47
8,6,3510000400-3510000500,45
8,7,3510000400-3510000500,40
8,8,3510000400-3510000500,28
8,9,3510000400-3510000500,40
8,10,3510000400-3510000500,39
8,11,3510000400-3510000500,39
8,12,3510000400-3510000500,38
8,13,3510000400-3510000500,34
8,14,3510000400-3510000500,0
8,15,3510000400-3510000500,34
8,16,3510000400-3510000500,26
8,17,3510000400-3510000500,26
8,18,3510000400-3510000500,26
8,19,3510000400-3510000500,40
8,20,3510000400-3510000500,42
8,21,3510000400-3510000500,42
8,22,3510000400-3510000500,47
8,23,3510000400-3510000500,52
9,0,3510000300-3510000450,47
9,1,3510000300-3510000450,48
9,2,3510000300-3510000450,48
9,3,3510000300-3510000450,49
9,4,3510000300-3510000450,47
9,5,3510000300-3510000450,46
9,6,3510000300-3510000450,45
9,7,3510000300-3510000450,37
9,8,3510000300-3510000450,28
9,9,3510000300-3510000450,37
9,10,3510000300-3510000450,39
9,11,3510000300-3510000450,38
9,12,3510000300-3510000450,37
9,13,3510000300-3510000450,38
9,14,3510000300-3510000450,0
9,15,3510000300-3510000450,33
9,16,3510000300-3510000450,32
9,17,3510000300-3510000450,27
9,18,3510000300-3510000450,28
9,19,3510000300-3510000450,39
9,20,3510000300-3510000450,41
9,21,3510000300-3510000450,41
9,22,3510000300-3510000450,49
9,23,3510000300-3510000450,50
9,0,3510000450-3510000400,47
9,1,3510000450-3510000400,48
9,2,3510000450-3510000400,48
9,3,3510000450-3510000400,49
9,4,3510000450-3510000400,47
9,5,3510000450-3510000400,46
9,6,3510000450-3510000400,45
9,7,3510000450-3510000400,37
9,8,3510000450-3510000400,28
9,9,3510000450-3510000400,37
9,10,3510000450-3510000400,39
9,11,3510000450-3510000400,38
9,12,3510000450-3510000400,37
9,13,3510000450-3510000400,38
9,14,3510000450-3510000400,0
9,15,3510000450-3510000400,33
9,16,3510000450-3510000400,32
9,17,3510000450-3510000400,27
9,18,3510000450-3510000400,28
9,19,3510000450-3510000400,39
9,20,3510000450-3510000400,41
9,21,3510000450-3510000400,41
9,22,3510000450-3510000400,49
9,23,3510000450-3510000400,50
9,0,3510000400-3510000500,47
9,1,3510000400-3510000500,48
9,2,3510000400-3510000500,48
9,3,3510000400-3510000500,49
9,4,3510000400-3510000500,47
9,5,3510000400-3510000500,46
9,6,3510000400-3510000500,45
9,7,3510000400-3510000500,37
9,8,3510000400-3510000500,28
9,9,3510000400-3510000500,37
9,10,3510000400-3510000500,39
9,11,3510000400-3510000500,38
9,12,3510000400-3510000500,37
9,13,3510000400-3510000500,38
9,14,3510000400-3510000500,0
9,15,3510000400-3510000500,33
9,16,3510000400-3510000500,32
9,17,3510000400-3510000500,27
9,18,3510000400-3510000500,28
9,19,3510000400-3510000500,39
9,20,3510000400-3510000500,41
9,21,3510000400-3510000500,41
9,22,3510000400-3510000500,49
9,23,3510000400-3510000500,50
10,0,3510000300-3510000450,47
10,1,3510000300-3510000450,47
10,2,3510000300-3510000450,45
10,3,3510000300-3510000450,49
10,4,3510000300-3510000450,45
10,5,3510000300-3510000450,47
10,6,3510000300-3510000450,45
10,7,3510000300-3510000450,41
10,8,3510000300-3510000450,39
10,9,3510000300-3510000450,41
10,10,3510000300-3510000450,42
10,11,3510000300-3510000450,40
10,12,3510000300-3510000450,38
10,13,3510000300-3510000450,36
10,14,3510000300-3510000450,0
10,15,3510000300-3510000450,36
10,16,3510000300-3510000450,38
10,17,3510000300-3510000450,40
10,18,3510000300-3510000450,40
10,19,3510000300-3510000450,42
10,20,3510000300-3510000450,43
10,21,3510000300-3510000450,46
10,22,3510000300-3510000450,49
10,23,3510000300-3510000450,50
10,0,3510000450-3510000400,47
10,1,3510000450-3510000400,47
10,2,3510000450-3510000400,45
10,3,3510000450-3510000400,49
10,4,3510000450-3510000400,45
10,5,3510000450-3510000400,47
10,6,3510000450-3510000400,45
10,7,3510000450-3510000400,41
10,8,3510000450-3510000400,39
10,9,3510000450-3510000400,41
10,10,3510000450-3510000400,42
10,11,3510000450-3510000400,40
10,12,3510000450-3510000400,38
10,13,3510000450-3510000400,36
10,14,3510000450-3510000400,0
10,15,3510000450-3510000400,36
10,16,3510000450-3510000400,38
10,17,3510000450-3510000400,40
10,18,3510000450-3510000400,40
10,19,3510000450-3510000400,42
10,20,3510000450-3510000400,43
10,21,3510000450-3510000400,46
10,22,3510000450-3510000400,49
10,23,3510000450-3510000400,50
10,0,3510000400-3510000500,47
10,1,3510000400-3510000500,47
10,2,3510000400-3510000500,45
10,3,3510000400-3510000500,49
10,4,3510000400-3510000500,45
10,5,3510000400-3510000500,47
10,6,3510000400-3510000500,45
10,7,3510000400-3510000500,41
10,8,3510000400-3510000500,39
10,9,3510000400-3510000500,41
10,10,3510000400-3510000500,42
10,11,3510000400-3510000500,40
10,12,3510000400-3510000500,38
10,13,3510000400-3510000500,36
10,14,3510000400-3510000500,0
10,15,3510000400-3510000500,36
10,16,3510000400-3510000500,38
10,17,3510000400-3510000500,40
10,18,3510000400-3510000500,40
10,19,3510000400-3510000500,42
10,20,3510000400-3510000500,43
10,21,3510000400-3510000500,46
10,22,3510000400-3510000500,49
10,23,3510000400-3510000500,50
11,0,3510000300-3510000450,46
11,1,3510000300-3510000450,45
11,2,3510000300-3510000450,46
11,3,3510000300-3510000450,48
11,4,3510000300-3510000450,44
11,5,3510000300-3510000450,47
11,6,3510000300-3510000450,45
11,7,3510000300-3510000450,39
11,8,3510000300-3510000450,34
11,9,3510000300-3510000450,39
11,10,3510000300-3510000450,41
11,11,3510000300-3510000450,39
11,12,3510000300-3510000450,38
11,13,3510000300-3510000450,38
11,14,3510000300-3510000450,0
11,15,3510000300-3510000450,35
11,16,3510000300-3510000450,35
11,17,3510000300-3510000450,31
11,18,3510000300-3510000450,25
11,19,3510000300-3510000450,40
11,20,3510000300-3510000450,42
11,21,3510000300-3510000450,44
11,22,3510000300-3510000450,49
11,23,3510000300-3510000450,50
11,0,3510000450-3510000400,46
11,1,3510000450-3510000400,45
11,2,3510000450-3510000400,46
11,3,3510000450-3510000400,48
11,4,3510000450-3510000400,44
11,5,3510000450-3510000400,47
11,6,3510000450-3510000400,45
11,7,3510000450-3510000400,39
11,8,3510000450-3510000400,34
11,9,3510000450-3510000400,39
11,10,3510000450-3510000400,41
11,11,3510000450-3510000400,39
11,12,3510000450-3510000400,38
11,13,3510000450-3510000400,38
11,14,3510000450-3510000400,0
11,15,3510000450-3510000400,35
11,16,3510000450-3510000400,35
11,17,3510000450-3510000400,31
11,18,3510000450-3510000400,25
11,19,3510000450-3510000400,40
11,20,3510000450-3510000400,42
11,21,3510000450-3510000400,44
11,22,3510000450-3510000400,49
11,23,3510000450-3510000400,50
11,0,3510000400-3510000500,46
11,1,3510000400-3510000500,45
11,2,3510000400-3510000500,46
11,3,3510000400-3510000500,48
11,4,3510000400-3510000500,44
11,5,3510000400-3510000500,47
11,6,3510000400-3510000500,45
11,7,3510000400-3510000500,39
11,8,3510000400-3510000500,34
11,9,3510000400-3510000500,39
11,10,3510000400-3510000500,41
11,11,3510000400-3510000500,39
11,12,3510000400-3510000500,38
11,13,3510000400-3510000500,38
11,14,3510000400-3510000500,0
11,15,3510000400-3510000500,35
11,16,3510000400-3510000500,35
11,17,3510000400-3510000500,31
11,18,3510000400-3510000500,25
11,19,3510000400-3510000500,40
11,20,3510000400-3510000500,42
11,21,3510000400-3510000500,44
11,22,3510000400-3510000500,49
11,23,3510000400-3510000500,50
12,0,3510000300-3510000450,49
12,1,3510000300-3510000450,46
12,2,3510000300-3510000450,44
12,3,3510000300-3510000450,47
12,4,3510000300-3510000450,47
12,5,3510000300-3510000450,47
12,6,3510000300-3510000450,45
12,7,3510000300-3510000450,40
12,8,3510000300-3510000450,31
12,9,3510000300-3510000450,37
12,10,3510000300-3510000450,39
12,11,3510000300-3510000450,39
12,12,3510000300-3510000450,38
12,13,3510000300-3510000450,39
12,14,3510000300-3510000450,0
12,15,3510000300-3510000450,33
12,16,3510000300-3510000450,26
12,17,3510000300-3510000450,24
12,18,3510000300-3510000450,26
12,19,3510000300-3510000450,38
12,20,3510000300-3510000450,40
12,21,3510000300-3510000450,42
12,22,3510000300-3510000450,48
12,23,3510000300-3510000450,48
12,0,3510000450-3510000400,49
12,1,3510000450-3510000400,46
12,2,3510000450-3510000400,44
12,3,3510000450-3510000400,47
12,4,3510000450-3510000400,47
12,5,3510000450-3510000400,47
12,6,3510000450-3510000400,45
12,7,3510000450-3510000400,40
12,8,3510000450-3510000400,31
12,9,3510000450-3510000400,37
12,10,3510000450-3510000400,39
12,11,3510000450-3510000400,39
12,12,3510000450-3510000400,38
12,13,3510000450-3510000400,39
12,14,3510000450-3510000400,0
12,15,3510000450-3510000400,33
12,16,3510000450-3510000400,26
12,17,3510000450-3510000400,24
12,18,3510000450-3510000400,26
12,19,3510000450-3510000400,38
12,20,3510000450-3510000400,40
12,21,3510000450-3510000400,42
12,22,3510000450-3510000400,48
12,23,3510000450-3510000400,48
12,0,3510000400-3510000500,49
12,1,3510000400-3510000500,46
12,2,3510000400-3510000500,44
12,3,3510000400-3510000500,47
12,4,3510000400-3510000500,47
12,5,3510000400-3510000500,47
12,6,3510000400-3510000500,45
12,7,3510000400-3510000500,40
12,8,3510000400-3510000500,31
12,9,3510000400-3510000500,37
12,10,3510000400-3510000500,39
12,11,3510000400-3510000500,39
12,12,3510000400-3510000500,38
12,13,3510000400-3510000500,39
12,14,3510000400-3510000500,0
12,15,3510000400-3510000500,33
12,16,3510000400-3510000500,26
12,17,3510000400-3510000500,24
12,18,3510000400-3510000500,26
12,19,3510000400-3510000500,38
12,20,3510000400-3510000500,40
12,21,3510000400-3510000500,42
12,22,3510000400-3510000500,48
12,23,3510000400-3510000500,48
13,0,3510000300-3510000450,47
13,1,3510000300-3510000450,45
13,2,3510000300-3510000450,47
13,3,3510000300-3510000450,49
13,4,3510000300-3510000450,47
13,5,3510000300-3510000450,46
13,6,3510000300-3510000450,47
13,7,3510000300-3510000450,44
13,8,3510000300-3510000450,42
13,9,3510000300-3510000450,40
13,10,3510000300-3510000450,40
13,11,3510000300-3510000450,38
13,12,3510000300-3510000450,32
13,13,3510000300-3510000450,31
13,14,3510000300-3510000450,0
13,15,3510000300-3510000450,36
13,16,3510000300-3510000450,38
13,17,3510000300-3510000450,37
13,18,3510000300-3510000450,38
13,19,3510000300-3510000450,42
13,20,3510000300-3510000450,44
13,21,3510000300-3510000450,46
13,22,3510000300-3510000450,50
13,23,3510000300-3510000450,52
13,0,3510000450-3510000400,47
13,1,3510000450-3510000400,45
13,2,3510000450-3510000400,47
13,3,3510000450-3510000400,49
13,4,3510000450-3510000400,47
13,5,3510000450-3510000400,46
13,6,3510000450-3510000400,47
13,7,3510000450-3510000400,44
13,8,3510000450-3510000400,42
13,9,3510000450-3510000400,40
13,10,3510000450-3510000400,40
13,11,3510000450-3510000400,38
13,12,3510000450-3510000400,32
13,13,3510000450-3510000400,31
13,14,3510000450-3510000400,0
13,15,3510000450-3510000400,36
13,16,3510000450-3510000400,38
13,17,3510000450-3510000400,37
13,18,3510000450-3510000400,38
13,19,3510000450-3510000400,42
13,20,3510000450-3510000400,44
13,21,3510000450-3510000400,46
13,22,3510000450-3510000400,50
13,23,3510000450-3510000400,52
13,0,3510000400-3510000500,47
13,1,3510000400-3510000500,45
13,2,3510000400-3510000500,47
13,3,3510000400-3510000500,49
13,4,3510000400-3510000500,47
13,5,3510000400-3510000500,46
13,6,3510000400-3510000500,47
13,7,3510000400-3510000500,44
13,8,3510000400-3510000500,42
13,9,3510000400-3510000500,40
13,10,3510000400-3510000500,40
13,11,3510000400-3510000500,38
13,12,3510000400-3510000500,32
13,13,3510000400-3510000500,31
13,14,3510000400-3510000500,0
13,15,3510000400-3510000500,36
13,16,3510000400-3510000500,38
13,17,3510000400-3510000500,37
13,18,3510000400-3510000500,38
13,19,3510000400-3510000500,42
13,20,3510000400-3510000500,44
13,21,3510000400-3510000500,46
13,22,3510000400-3510000500,50
13,23,3510000400-3510000500,52
14,0,3510000300-3510000450,48
14,1,3510000300-3510000450,48
14,2,3510000300-3510000450,48
14,3,3510000300-3510000450,46
14,4,3510000300-3510000450,51
14,5,3510000300-3510000450,50
14,6,3510000300-3510000450,45
14,7,3510000300-3510000450,45
14,8,3510000300-3510000450,46
14,9,3510000300-3510000450,43
14,10,3510000300-3510000450,43
14,11,3510000300-3510000450,42
14,12,3510000300-3510000450,39
14,13,3510000300-3510000450,39
14,14,3510000300-3510000450,0
14,15,3510000300-3510000450,37
14,16,3510000300-3510000450,39
14,17,3510000300-3510000450,38
14,18,3510000300-3510000450,38
14,19,3510000300-3510000450,39
14,20,3510000300-3510000450,39
14,21,3510000300-3510000450,41
14,22,3510000300-3510000450,49
14,23,3510000300-3510000450,53
14,0,3510000450-3510000400,48
14,1,3510000450-3510000400,48
14,2,3510000450-3510000400,48
14,3,3510000450-3510000400,46
14,4,3510000450-3510000400,51
14,5,3510000450-3510000400,50
14,6,3510000450-3510000400,45
14,7,3510000450-3510000400,45
14,8,3510000450-3510000400,46
14,9,3510000450-3510000400,43
14,10,3510000450-3510000400,43
14,11,3510000450-3510000400,42
14,12,3510000450-3510000400,39
14,13,3510000450-3510000400,39
14,14,3510000450-3510000400,0
14,15,3510000450-3510000400,37
14,16,3510000450-3510000400,39
14,17,3510000450-3510000400,38
14,18,3510000450-3510000400,38
14,19,3510000450-3510000400,39
14,20,3510000450-3510000400,39
14,21,3510000450-3510000400,41
14,22,3510000450-3510000400,49
14,23,3510000450-3510000400,53
14,0,3510000400-3510000500,48
14,1,3510000400-3510000500,48
14,2,3510000400-3510000500,48
14,3,3510000400-3510000500,46
14,4,3510000400-3510000500,51
14,5,3510000400-3510000500,50
14,6,3510000400-3510000500,45
14,7,3510000400-3510000500,45
14,8,3510000400-3510000500,46
14,9,3510000400-3510000500,43
14,10,3510000400-3510000500,43
14,11,3510000400-3510000500,42
14,12,3510000400-3510000500,39
14,13,3510000400-3510000500,39
14,14,3510000400-3510000500,0
14,15,3510000400-3510000500,37
14,16,3510000400-3510000500,39
14,17,3510000400-3510000500,38
14,18,3510000400-3510000500,38
14,19,3510000400-3510000500,39
14,20,3510000400-3510000500,39
14,21,3510000400-3510000500,41
14,22,3510000400-3510000500,49
14,23,3510000400-3510000500,53
15,0,3510000300-3510000450,53
15,1,3510000300-3510000450,53
15,2,3510000300-3510000450,48
15,3,3510000300-3510000450,44
15,4,3510000300-3510000450,49
15,5,3510000300-3510000450,45
15,6,3510000300-3510000450,46
15,7,3510000300-3510000450,40
15,8,3510000300-3510000450,29
15,9,3510000300-3510000450,40
15,10,3510000300-3510000450,39
15,11,3510000300-3510000450,39
15,12,3510000300-3510000450,38
15,13,3510000300-3510000450,36
15,14,3510000300-3510000450,0
15,15,3510000300-3510000450,33
15,16,3510000300-3510000450,31
15,17,3510000300-3510000450,32
15,18,3510000300-3510000450,28
15,19,3510000300-3510000450,39
15,20,3510000300-3510000450,43
15,21,3510000300-3510000450,44
15,22,3510000300-3510000450,49
15,23,3510000300-3510000450,50
15,0,3510000450-3510000400,53
15,1,3510000450-3510000400,53
15,2,3510000450-3510000400,48
15,3,3510000450-3510000400,44
15,4,3510000450-3510000400,49
15,5,3510000450-3510000400,45
15,6,3510000450-3510000400,46
15,7,3510000450-3510000400,40
15,8,3510000450-3510000400,29
15,9,3510000450-3510000400,40
15,10,3510000450-3510000400,39
15,11,3510000450-3510000400,39
15,12,3510000450-3510000400,38
15,13,3510000450-3510000400,36
15,14,3510000450-3510000400,0
15,15,3510000450-3510000400,33
15,16,3510000450-3510000400,31
15,17,3510000450-3510000400,32
15,18,3510000450-3510000400,28
15,19,3510000450-3510000400,39
15,20,3510000450-3510000400,43
15,21,3510000450-3510000400,44
15,22,3510000450-3510000400,49
15,23,3510000450-3510000400,50
15,0,3510000400-3510000500,53
15,1,3510000400-3510000500,53
15,2,3510000400-3510000500,48
15,3,3510000400-3510000500,44
15,4,3510000400-3510000500,49
15,5,3510000400-3510000500,45
15,6,3510000400-3510000500,46
15,7,3510000400-3510000500,40
15,8,3510000400-3510000500,29
15,9,3510000400-3510000500,40
15,10,3510000400-3510000500,39
15,11,3510000400-3510000500,39
15,12,3510000400-3510000500,38
15,13,3510000400-3510000500,36
15,14,3510000400-3510000500,0
15,15,3510000400-3510000500,33
15,16,3510000400-3510000500,31
15,17,3510000400-3510000500,32
15,18,3510000400-3510000500,28
15,19,3510000400-3510000500,39
15,20,3510000400-3510000500,43
15,21,3510000400-3510000500,44
15,22,3510000400-3510000500,49
15,23,3510000400-3510000500,50
16,0,3510000300-3510000450,46
16,1,3510000300-3510000450,45
16,2,3510000300-3510000450,45
16,3,3510000300-3510000450,44
16,4,3510000300-3510000450,44
16,5,3510000300-3510000450,46
16,6,3510000300-3510000450,47
16,7,3510000300-3510000450,40
16,8,3510000300-3510000450,30
16,9,3510000300-3510000450,37
16,10,3510000300-3510000450,41
16,11,3510000300-3510000450,40
16,12,3510000300-3510000450,39
16,13,3510000300-3510000450,38
16,14,3510000300-3510000450,0
16,15,3510000300-3510000450,34
16,16,3510000300-3510000450,31
16,17,3510000300-3510000450,25
16,18,3510000300-3510000450,24
16,19,3510000300-3510000450,42
16,20,3510000300-3510000450,41
16,21,3510000300-3510000450,42
16,22,3510000300-3510000450,48
16,23,3510000300-3510000450,49
16,0,3510000450-3510000400,46
16,1,3510000450-3510000400,45
16,2,3510000450-3510000400,45
16,3,3510000450-3510000400,44
16,4,3510000450-3510000400,44
16,5,3510000450-3510000400,46
16,6,3510000450-3510000400,47
16,7,3510000450-3510000400,40
16,8,3510000450-3510000400,30
16,9,3510000450-3510000400,37
16,10,3510000450-3510000400,41
16,11,3510000450-3510000400,40
16,12,3510000450-3510000400,39
16,13,3510000450-3510000400,38
16,14,3510000450-3510000400,0
16,15,3510000450-3510000400,34
16,16,3510000450-3510000400,31
16,17,3510000450-3510000400,25
16,18,3510000450-3510000400,24
16,19,3510000450-3510000400,42
16,20,3510000450-3510000400,41
16,21,3510000450-3510000400,42
16,22,3510000450-3510000400,48
16,23,3510000450-3510000400,49
16,0,3510000400-3510000500,46
16,1,3510000400-3510000500,45
16,2,3510000400-3510000500,45
16,3,3510000400-3510000500,44
16,4,3510000400-3510000500,44
16,5,3510000400-3510000500,46
16,6,3510000400-3510000500,47
