date,time,road,speed,max_speed,speed_ratio
1,0,3500007700-3500056400,45,50,0.9
1,1,3500007700-3500056400,45,50,0.9
1,2,3500007700-3500056400,47,50,0.94
1,3,3500007700-3500056400,45,50,0.9
1,4,3500007700-3500056400,42,50,0.84
1,5,3500007700-3500056400,42,50,0.84
1,6,3500007700-3500056400,39,50,0.78
1,7,3500007700-3500056400,37,50,0.74
1,8,3500007700-3500056400,39,50,0.78
1,9,3500007700-3500056400,38,50,0.76
1,10,3500007700-3500056400,37,50,0.74
1,11,3500007700-3500056400,32,50,0.64
1,12,3500007700-3500056400,38,50,0.76
1,13,3500007700-3500056400,38,50,0.76
1,14,3500007700-3500056400,0,50,0.0
1,15,3500007700-3500056400,34,50,0.68
1,16,3500007700-3500056400,36,50,0.72
1,17,3500007700-3500056400,35,50,0.7
1,18,3500007700-3500056400,33,50,0.66
1,19,3500007700-3500056400,35,50,0.7
1,20,3500007700-3500056400,39,50,0.78
1,21,3500007700-3500056400,39,50,0.78
1,22,3500007700-3500056400,38,50,0.76
1,23,3500007700-3500056400,40,50,0.8
1,0,3500007700-3500081900,45,50,0.9
1,1,3500007700-3500081900,45,50,0.9
1,2,3500007700-3500081900,47,50,0.94
1,3,3500007700-3500081900,45,50,0.9
1,4,3500007700-3500081900,42,50,0.84
1,5,3500007700-3500081900,42,50,0.84
1,6,3500007700-3500081900,39,50,0.78
1,7,3500007700-3500081900,37,50,0.74
1,8,3500007700-3500081900,39,50,0.78
1,9,3500007700-3500081900,38,50,0.76
1,10,3500007700-3500081900,37,50,0.74
1,11,3500007700-3500081900,32,50,0.64
1,12,3500007700-3500081900,38,50,0.76
1,13,3500007700-3500081900,38,50,0.76
1,14,3500007700-3500081900,0,50,0.0
1,15,3500007700-3500081900,34,50,0.68
1,16,3500007700-3500081900,36,50,0.72
1,17,3500007700-3500081900,35,50,0.7
1,18,3500007700-3500081900,33,50,0.66
1,19,3500007700-3500081900,35,50,0.7
1,20,3500007700-3500081900,39,50,0.78
1,21,3500007700-3500081900,39,50,0.78
1,22,3500007700-3500081900,38,50,0.76
1,23,3500007700-3500081900,40,50,0.8
2,0,3500007700-3500056400,44,50,0.88
2,1,3500007700-3500056400,47,50,0.94
2,2,3500007700-3500056400,47,50,0.94
2,3,3500007700-3500056400,46,50,0.92
2,4,3500007700-3500056400,48,50,0.96
2,5,3500007700-3500056400,48,50,0.96
2,6,3500007700-3500056400,40,50,0.8
2,7,3500007700-3500056400,29,50,0.58
2,8,3500007700-3500056400,33,50,0.66
2,9,3500007700-3500056400,36,50,0.72
2,10,3500007700-3500056400,35,50,0.7
2,11,3500007700-3500056400,35,50,0.7
2,12,3500007700-3500056400,35,50,0.7
2,13,3500007700-3500056400,34,50,0.68
2,14,3500007700-3500056400,0,50,0.0
2,15,3500007700-3500056400,36,50,0.72
2,16,3500007700-3500056400,37,50,0.74
2,17,3500007700-3500056400,33,50,0.66
2,18,3500007700-3500056400,33,50,0.66
2,19,3500007700-3500056400,33,50,0.66
2,20,3500007700-3500056400,38,50,0.76
2,21,3500007700-3500056400,44,50,0.88
2,22,3500007700-3500056400,47,50,0.94
2,23,3500007700-3500056400,46,50,0.92
2,0,3500007700-3500081900,44,50,0.88
2,1,3500007700-3500081900,47,50,0.94
2,2,3500007700-3500081900,47,50,0.94
2,3,3500007700-3500081900,46,50,0.92
2,4,3500007700-3500081900,48,50,0.96
2,5,3500007700-3500081900,48,50,0.96
2,6,3500007700-3500081900,40,50,0.8
2,7,3500007700-3500081900,29,50,0.58
2,8,3500007700-3500081900,33,50,0.66
2,9,3500007700-3500081900,36,50,0.72
2,10,3500007700-3500081900,35,50,0.7
2,11,3500007700-3500081900,35,50,0.7
2,12,3500007700-3500081900,35,50,0.7
2,13,3500007700-3500081900,34,50,0.68
2,14,3500007700-3500081900,0,50,0.0
2,15,3500007700-3500081900,36,50,0.72
2,16,3500007700-3500081900,37,50,0.74
2,17,3500007700-3500081900,33,50,0.66
2,18,3500007700-3500081900,33,50,0.66
2,19,3500007700-3500081900,33,50,0.66
2,20,3500007700-3500081900,38,50,0.76
2,21,3500007700-3500081900,44,50,0.88
2,22,3500007700-3500081900,47,50,0.94
2,23,3500007700-3500081900,46,50,0.92
3,0,3500007700-3500056400,50,50,1.0
3,1,3500007700-3500056400,53,50,1.06
3,2,3500007700-3500056400,53,50,1.06
3,3,3500007700-3500056400,54,50,1.08
3,4,3500007700-3500056400,54,50,1.08
3,5,3500007700-3500056400,46,50,0.92
3,6,3500007700-3500056400,39,50,0.78
3,7,3500007700-3500056400,28,50,0.56
3,8,3500007700-3500056400,32,50,0.64
3,9,3500007700-3500056400,36,50,0.72
3,10,3500007700-3500056400,38,50,0.76
3,11,3500007700-3500056400,38,50,0.76
3,12,3500007700-3500056400,37,50,0.74
3,13,3500007700-3500056400,38,50,0.76
3,14,3500007700-3500056400,0,50,0.0
3,15,3500007700-3500056400,36,50,0.72
3,16,3500007700-3500056400,35,50,0.7
3,17,3500007700-3500056400,36,50,0.72
3,18,3500007700-3500056400,38,50,0.76
3,19,3500007700-3500056400,38,50,0.76
3,20,3500007700-3500056400,39,50,0.78
3,21,3500007700-3500056400,38,50,0.76
3,22,3500007700-3500056400,38,50,0.76
3,23,3500007700-3500056400,45,50,0.9
3,0,3500007700-3500081900,50,50,1.0
3,1,3500007700-3500081900,53,50,1.06
3,2,3500007700-3500081900,53,50,1.06
3,3,3500007700-3500081900,54,50,1.08
3,4,3500007700-3500081900,54,50,1.08
3,5,3500007700-3500081900,46,50,0.92
3,6,3500007700-3500081900,39,50,0.78
3,7,3500007700-3500081900,28,50,0.56
3,8,3500007700-3500081900,32,50,0.64
3,9,3500007700-3500081900,36,50,0.72
3,10,3500007700-3500081900,38,50,0.76
3,11,3500007700-3500081900,38,50,0.76
3,12,3500007700-3500081900,37,50,0.74
3,13,3500007700-3500081900,38,50,0.76
3,14,3500007700-3500081900,0,50,0.0
3,15,3500007700-3500081900,36,50,0.72
3,16,3500007700-3500081900,35,50,0.7
3,17,3500007700-3500081900,36,50,0.72
3,18,3500007700-3500081900,38,50,0.76
3,19,3500007700-3500081900,38,50,0.76
3,20,3500007700-3500081900,39,50,0.78
3,21,3500007700-3500081900,38,50,0.76
3,22,3500007700-3500081900,38,50,0.76
3,23,3500007700-3500081900,45,50,0.9
4,0,3500007700-3500056400,47,50,0.94
4,1,3500007700-3500056400,47,50,0.94
4,2,3500007700-3500056400,46,50,0.92
4,3,3500007700-3500056400,48,50,0.96
4,4,3500007700-3500056400,46,50,0.92
4,5,3500007700-3500056400,43,50,0.86
4,6,3500007700-3500056400,40,50,0.8
4,7,3500007700-3500056400,28,50,0.56
4,8,3500007700-3500056400,35,50,0.7
4,9,3500007700-3500056400,38,50,0.76
4,10,3500007700-3500056400,37,50,0.74
4,11,3500007700-3500056400,37,50,0.74
4,12,3500007700-3500056400,36,50,0.72
4,13,3500007700-3500056400,34,50,0.68
4,14,3500007700-3500056400,0,50,0.0
4,15,3500007700-3500056400,33,50,0.66
4,16,3500007700-3500056400,36,50,0.72
4,17,3500007700-3500056400,34,50,0.68
4,18,3500007700-3500056400,35,50,0.7
4,19,3500007700-3500056400,37,50,0.74
4,20,3500007700-3500056400,41,50,0.82
4,21,3500007700-3500056400,39,50,0.78
4,22,3500007700-3500056400,40,50,0.8
4,23,3500007700-3500056400,43,50,0.86
4,0,3500007700-3500081900,47,50,0.94
4,1,3500007700-3500081900,47,50,0.94
4,2,3500007700-3500081900,46,50,0.92
4,3,3500007700-3500081900,48,50,0.96
4,4,3500007700-3500081900,46,50,0.92
4,5,3500007700-3500081900,43,50,0.86
4,6,3500007700-3500081900,40,50,0.8
4,7,3500007700-3500081900,28,50,0.56
4,8,3500007700-3500081900,35,50,0.7
4,9,3500007700-3500081900,38,50,0.76
4,10,3500007700-3500081900,37,50,0.74
4,11,3500007700-3500081900,37,50,0.74
4,12,3500007700-3500081900,36,50,0.72
4,13,3500007700-3500081900,34,50,0.68
4,14,3500007700-3500081900,0,50,0.0
4,15,3500007700-3500081900,33,50,0.66
4,16,3500007700-3500081900,36,50,0.72
4,17,3500007700-3500081900,34,50,0.68
4,18,3500007700-3500081900,35,50,0.7
4,19,3500007700-3500081900,37,50,0.74
4,20,3500007700-3500081900,41,50,0.82
4,21,3500007700-3500081900,39,50,0.78
4,22,3500007700-3500081900,40,50,0.8
4,23,3500007700-3500081900,43,50,0.86
5,0,3500007700-3500056400,51,50,1.02
5,1,3500007700-3500056400,50,50,1.0
5,2,3500007700-3500056400,45,50,0.9
5,3,3500007700-3500056400,46,50,0.92
5,4,3500007700-3500056400,42,50,0.84
5,5,3500007700-3500056400,43,50,0.86
5,6,3500007700-3500056400,38,50,0.76
5,7,3500007700-3500056400,29,50,0.58
5,8,3500007700-3500056400,33,50,0.66
5,9,3500007700-3500056400,36,50,0.72
5,10,3500007700-3500056400,36,50,0.72
5,11,3500007700-3500056400,35,50,0.7
5,12,3500007700-3500056400,36,50,0.72
5,13,3500007700-3500056400,35,50,0.7
5,14,3500007700-3500056400,0,50,0.0
5,15,3500007700-3500056400,34,50,0.68
5,16,3500007700-3500056400,34,50,0.68
5,17,3500007700-3500056400,31,50,0.62
5,18,3500007700-3500056400,31,50,0.62
5,19,3500007700-3500056400,36,50,0.72
5,20,3500007700-3500056400,38,50,0.76
5,21,3500007700-3500056400,39,50,0.78
5,22,3500007700-3500056400,43,50,0.86
5,23,3500007700-3500056400,47,50,0.94
5,0,3500007700-3500081900,51,50,1.02
5,1,3500007700-3500081900,50,50,1.0
5,2,3500007700-3500081900,45,50,0.9
5,3,3500007700-3500081900,46,50,0.92
5,4,3500007700-3500081900,42,50,0.84
5,5,3500007700-3500081900,43,50,0.86
5,6,3500007700-3500081900,38,50,0.76
5,7,3500007700-3500081900,29,50,0.58
5,8,3500007700-3500081900,33,50,0.66
5,9,3500007700-3500081900,36,50,0.72
5,10,3500007700-3500081900,36,50,0.72
5,11,3500007700-3500081900,35,50,0.7
5,12,3500007700-3500081900,36,50,0.72
5,13,3500007700-3500081900,35,50,0.7
5,14,3500007700-3500081900,0,50,0.0
5,15,3500007700-3500081900,34,50,0.68
5,16,3500007700-3500081900,34,50,0.68
5,17,3500007700-3500081900,31,50,0.62
5,18,3500007700-3500081900,31,50,0.62
5,19,3500007700-3500081900,36,50,0.72
5,20,3500007700-3500081900,38,50,0.76
5,21,3500007700-3500081900,39,50,0.78
5,22,3500007700-3500081900,43,50,0.86
5,23,3500007700-3500081900,47,50,0.94
6,0,3500007700-3500056400,46,50,0.92
6,1,3500007700-3500056400,46,50,0.92
6,2,3500007700-3500056400,46,50,0.92
6,3,3500007700-3500056400,47,50,0.94
6,4,3500007700-3500056400,44,50,0.88
6,5,3500007700-3500056400,42,50,0.84
6,6,3500007700-3500056400,41,50,0.82
6,7,3500007700-3500056400,39,50,0.78
6,8,3500007700-3500056400,39,50,0.78
6,9,3500007700-3500056400,38,50,0.76
6,10,3500007700-3500056400,38,50,0.76
6,11,3500007700-3500056400,36,50,0.72
6,12,3500007700-3500056400,31,50,0.62
6,13,3500007700-3500056400,32,50,0.64
6,14,3500007700-3500056400,0,50,0.0
6,15,3500007700-3500056400,31,50,0.62
6,16,3500007700-3500056400,37,50,0.74
6,17,3500007700-3500056400,34,50,0.68
6,18,3500007700-3500056400,38,50,0.76
6,19,3500007700-3500056400,40,50,0.8
6,20,3500007700-3500056400,40,50,0.8
6,21,3500007700-3500056400,43,50,0.86
6,22,3500007700-3500056400,44,50,0.88
6,23,3500007700-3500056400,47,50,0.94
6,0,3500007700-3500081900,46,50,0.92
6,1,3500007700-3500081900,46,50,0.92
6,2,3500007700-3500081900,46,50,0.92
6,3,3500007700-3500081900,47,50,0.94
6,4,3500007700-3500081900,44,50,0.88
6,5,3500007700-3500081900,42,50,0.84
6,6,3500007700-3500081900,41,50,0.82
6,7,3500007700-3500081900,39,50,0.78
6,8,3500007700-3500081900,39,50,0.78
6,9,3500007700-3500081900,38,50,0.76
6,10,3500007700-3500081900,38,50,0.76
6,11,3500007700-3500081900,36,50,0.72
6,12,3500007700-3500081900,31,50,0.62
6,13,3500007700-3500081900,32,50,0.64
6,14,3500007700-3500081900,0,50,0.0
6,15,3500007700-3500081900,31,50,0.62
6,16,3500007700-3500081900,37,50,0.74
6,17,3500007700-3500081900,34,50,0.68
6,18,3500007700-3500081900,38,50,0.76
6,19,3500007700-3500081900,40,50,0.8
6,20,3500007700-3500081900,40,50,0.8
6,21,3500007700-3500081900,43,50,0.86
6,22,3500007700-3500081900,44,50,0.88
6,23,3500007700-3500081900,47,50,0.94
7,0,3500007700-3500056400,44,50,0.88
7,1,3500007700-3500056400,51,50,1.02
7,2,3500007700-3500056400,51,50,1.02
7,3,3500007700-3500056400,53,50,1.06
7,4,3500007700-3500056400,52,50,1.04
7,5,3500007700-3500056400,50,50,1.0
7,6,3500007700-3500056400,49,50,0.98
7,7,3500007700-3500056400,45,50,0.9
7,8,3500007700-3500056400,41,50,0.82
7,9,3500007700-3500056400,39,50,0.78
7,10,3500007700-3500056400,38,50,0.76
7,11,3500007700-3500056400,38,50,0.76
7,12,3500007700-3500056400,37,50,0.74
7,13,3500007700-3500056400,37,50,0.74
7,14,3500007700-3500056400,0,50,0.0
7,15,3500007700-3500056400,38,50,0.76
7,16,3500007700-3500056400,38,50,0.76
7,17,3500007700-3500056400,37,50,0.74
7,18,3500007700-3500056400,37,50,0.74
7,19,3500007700-3500056400,38,50,0.76
7,20,3500007700-3500056400,40,50,0.8
7,21,3500007700-3500056400,41,50,0.82
7,22,3500007700-3500056400,41,50,0.82
7,23,3500007700-3500056400,45,50,0.9
7,0,3500007700-3500081900,44,50,0.88
7,1,3500007700-3500081900,51,50,1.02
7,2,3500007700-3500081900,51,50,1.02
7,3,3500007700-3500081900,53,50,1.06
7,4,3500007700-3500081900,52,50,1.04
7,5,3500007700-3500081900,50,50,1.0
7,6,3500007700-3500081900,49,50,0.98
7,7,3500007700-3500081900,45,50,0.9
7,8,3500007700-3500081900,41,50,0.82
7,9,3500007700-3500081900,39,50,0.78
7,10,3500007700-3500081900,38,50,0.76
7,11,3500007700-3500081900,38,50,0.76
7,12,3500007700-3500081900,37,50,0.74
7,13,3500007700-3500081900,37,50,0.74
7,14,3500007700-3500081900,0,50,0.0
7,15,3500007700-3500081900,38,50,0.76
7,16,3500007700-3500081900,38,50,0.76
7,17,3500007700-3500081900,37,50,0.74
7,18,3500007700-3500081900,37,50,0.74
7,19,3500007700-3500081900,38,50,0.76
7,20,3500007700-3500081900,40,50,0.8
7,21,3500007700-3500081900,41,50,0.82
7,22,3500007700-3500081900,41,50,0.82
7,23,3500007700-3500081900,45,50,0.9
8,0,3500007700-3500056400,44,50,0.88
8,1,3500007700-3500056400,43,50,0.86
8,2,3500007700-3500056400,44,50,0.88
8,3,3500007700-3500056400,48,50,0.96
8,4,3500007700-3500056400,49,50,0.98
8,5,3500007700-3500056400,45,50,0.9
8,6,3500007700-3500056400,37,50,0.74
8,7,3500007700-3500056400,26,50,0.52
8,8,3500007700-3500056400,33,50,0.66
8,9,3500007700-3500056400,37,50,0.74
8,10,3500007700-3500056400,35,50,0.7
8,11,3500007700-3500056400,34,50,0.68
8,12,3500007700-3500056400,32,50,0.64
8,13,3500007700-3500056400,37,50,0.74
8,14,3500007700-3500056400,0,50,0.0
8,15,3500007700-3500056400,37,50,0.74
8,16,3500007700-3500056400,37,50,0.74
8,17,3500007700-3500056400,32,50,0.64
8,18,3500007700-3500056400,30,50,0.6
8,19,3500007700-3500056400,38,50,0.76
8,20,3500007700-3500056400,41,50,0.82
8,21,3500007700-3500056400,39,50,0.78
8,22,3500007700-3500056400,36,50,0.72
8,23,3500007700-3500056400,39,50,0.78
8,0,3500007700-3500081900,44,50,0.88
8,1,3500007700-3500081900,43,50,0.86
8,2,3500007700-3500081900,44,50,0.88
8,3,3500007700-3500081900,48,50,0.96
8,4,3500007700-3500081900,49,50,0.98
8,5,3500007700-3500081900,45,50,0.9
8,6,3500007700-3500081900,37,50,0.74
8,7,3500007700-3500081900,26,50,0.52
8,8,3500007700-3500081900,33,50,0.66
8,9,3500007700-3500081900,37,50,0.74
8,10,3500007700-3500081900,35,50,0.7
8,11,3500007700-3500081900,34,50,0.68
8,12,3500007700-3500081900,32,50,0.64
8,13,3500007700-3500081900,37,50,0.74
8,14,3500007700-3500081900,0,50,0.0
8,15,3500007700-3500081900,37,50,0.74
8,16,3500007700-3500081900,37,50,0.74
8,17,3500007700-3500081900,32,50,0.64
8,18,3500007700-3500081900,30,50,0.6
8,19,3500007700-3500081900,38,50,0.76
8,20,3500007700-3500081900,41,50,0.82
8,21,3500007700-3500081900,39,50,0.78
8,22,3500007700-3500081900,36,50,0.72
8,23,3500007700-3500081900,39,50,0.78
9,0,3500007700-3500056400,42,50,0.84
9,1,3500007700-3500056400,43,50,0.86
9,2,3500007700-3500056400,42,50,0.84
9,3,3500007700-3500056400,45,50,0.9
9,4,3500007700-3500056400,45,50,0.9
9,5,3500007700-3500056400,45,50,0.9
9,6,3500007700-3500056400,41,50,0.82
9,7,3500007700-3500056400,26,50,0.52
9,8,3500007700-3500056400,31,50,0.62
9,9,3500007700-3500056400,35,50,0.7
9,10,3500007700-3500056400,36,50,0.72
9,11,3500007700-3500056400,36,50,0.72
9,12,3500007700-3500056400,37,50,0.74
9,13,3500007700-3500056400,36,50,0.72
9,14,3500007700-3500056400,0,50,0.0
9,15,3500007700-3500056400,36,50,0.72
9,16,3500007700-3500056400,35,50,0.7
9,17,3500007700-3500056400,34,50,0.68
9,18,3500007700-3500056400,33,50,0.66
9,19,3500007700-3500056400,36,50,0.72
9,20,3500007700-3500056400,38,50,0.76
9,21,3500007700-3500056400,44,50,0.88
9,22,3500007700-3500056400,46,50,0.92
9,23,3500007700-3500056400,47,50,0.94
9,0,3500007700-3500081900,42,50,0.84
9,1,3500007700-3500081900,43,50,0.86
9,2,3500007700-3500081900,42,50,0.84
9,3,3500007700-3500081900,45,50,0.9
9,4,3500007700-3500081900,45,50,0.9
9,5,3500007700-3500081900,45,50,0.9
9,6,3500007700-3500081900,41,50,0.82
9,7,3500007700-3500081900,26,50,0.52
9,8,3500007700-3500081900,31,50,0.62
9,9,3500007700-3500081900,35,50,0.7
9,10,3500007700-3500081900,36,50,0.72
9,11,3500007700-3500081900,36,50,0.72
9,12,3500007700-3500081900,37,50,0.74
9,13,3500007700-3500081900,36,50,0.72
9,14,3500007700-3500081900,0,50,0.0
9,15,3500007700-3500081900,36,50,0.72
9,16,3500007700-3500081900,35,50,0.7
9,17,3500007700-3500081900,34,50,0.68
9,18,3500007700-3500081900,33,50,0.66
9,19,3500007700-3500081900,36,50,0.72
9,20,3500007700-3500081900,38,50,0.76
9,21,3500007700-3500081900,44,50,0.88
9,22,3500007700-3500081900,46,50,0.92
9,23,3500007700-3500081900,47,50,0.94
10,0,3500007700-3500056400,44,50,0.88
10,1,3500007700-3500056400,46,50,0.92
10,2,3500007700-3500056400,47,50,0.94
10,3,3500007700-3500056400,44,50,0.88
10,4,3500007700-3500056400,44,50,0.88
10,5,3500007700-3500056400,44,50,0.88
10,6,3500007700-3500056400,44,50,0.88
10,7,3500007700-3500056400,38,50,0.76
10,8,3500007700-3500056400,39,50,0.78
10,9,3500007700-3500056400,41,50,0.82
10,10,3500007700-3500056400,36,50,0.72
10,11,3500007700-3500056400,34,50,0.68
10,12,3500007700-3500056400,35,50,0.7
10,13,3500007700-3500056400,38,50,0.76
10,14,3500007700-3500056400,0,50,0.0
10,15,3500007700-3500056400,38,50,0.76
10,16,3500007700-3500056400,38,50,0.76
10,17,3500007700-3500056400,36,50,0.72
10,18,3500007700-3500056400,33,50,0.66
10,19,3500007700-3500056400,39,50,0.78
10,20,3500007700-3500056400,41,50,0.82
10,21,3500007700-3500056400,40,50,0.8
10,22,3500007700-3500056400,41,50,0.82
10,23,3500007700-3500056400,43,50,0.86
10,0,3500007700-3500081900,44,50,0.88
10,1,3500007700-3500081900,46,50,0.92
10,2,3500007700-3500081900,47,50,0.94
10,3,3500007700-3500081900,44,50,0.88
10,4,3500007700-3500081900,44,50,0.88
10,5,3500007700-3500081900,44,50,0.88
10,6,3500007700-3500081900,44,50,0.88
10,7,3500007700-3500081900,38,50,0.76
10,8,3500007700-3500081900,39,50,0.78
10,9,3500007700-3500081900,41,50,0.82
10,10,3500007700-3500081900,36,50,0.72
10,11,3500007700-3500081900,34,50,0.68
10,12,3500007700-3500081900,35,50,0.7
10,13,3500007700-3500081900,38,50,0.76
10,14,3500007700-3500081900,0,50,0.0
10,15,3500007700-3500081900,38,50,0.76
10,16,3500007700-3500081900,38,50,0.76
10,17,3500007700-3500081900,36,50,0.72
10,18,3500007700-3500081900,33,50,0.66
10,19,3500007700-3500081900,39,50,0.78
10,20,3500007700-3500081900,41,50,0.82
10,21,3500007700-3500081900,40,50,0.8
10,22,3500007700-3500081900,41,50,0.82
10,23,3500007700-3500081900,43,50,0.86
11,0,3500007700-3500056400,48,50,0.96
11,1,3500007700-3500056400,50,50,1.0
11,2,3500007700-3500056400,50,50,1.0
11,3,3500007700-3500056400,51,50,1.02
11,4,3500007700-3500056400,48,50,0.96
11,5,3500007700-3500056400,46,50,0.92
11,6,3500007700-3500056400,41,50,0.82
11,7,3500007700-3500056400,27,50,0.54
11,8,3500007700-3500056400,35,50,0.7
11,9,3500007700-3500056400,35,50,0.7
11,10,3500007700-3500056400,38,50,0.76
11,11,3500007700-3500056400,37,50,0.74
11,12,3500007700-3500056400,33,50,0.66
11,13,3500007700-3500056400,35,50,0.7
11,14,3500007700-3500056400,0,50,0.0
11,15,3500007700-3500056400,36,50,0.72
11,16,3500007700-3500056400,36,50,0.72
11,17,3500007700-3500056400,35,50,0.7
11,18,3500007700-3500056400,36,50,0.72
11,19,3500007700-3500056400,39,50,0.78
11,20,3500007700-3500056400,42,50,0.84
11,21,3500007700-3500056400,40,50,0.8
11,22,3500007700-3500056400,40,50,0.8
11,23,3500007700-3500056400,42,50,0.84
11,0,3500007700-3500081900,48,50,0.96
11,1,3500007700-3500081900,50,50,1.0
11,2,3500007700-3500081900,50,50,1.0
11,3,3500007700-3500081900,51,50,1.02
11,4,3500007700-3500081900,48,50,0.96
11,5,3500007700-3500081900,46,50,0.92
11,6,3500007700-3500081900,41,50,0.82
11,7,3500007700-3500081900,27,50,0.54
11,8,3500007700-3500081900,35,50,0.7
11,9,3500007700-3500081900,35,50,0.7
11,10,3500007700-3500081900,38,50,0.76
11,11,3500007700-3500081900,37,50,0.74
11,12,3500007700-3500081900,33,50,0.66
11,13,3500007700-3500081900,35,50,0.7
11,14,3500007700-3500081900,0,50,0.0
11,15,3500007700-3500081900,36,50,0.72
11,16,3500007700-3500081900,36,50,0.72
11,17,3500007700-3500081900,35,50,0.7
11,18,3500007700-3500081900,36,50,0.72
11,19,3500007700-3500081900,39,50,0.78
11,20,3500007700-3500081900,42,50,0.84
11,21,3500007700-3500081900,40,50,0.8
11,22,3500007700-3500081900,40,50,0.8
11,23,3500007700-3500081900,42,50,0.84
12,0,3500007700-3500056400,46,50,0.92
12,1,3500007700-3500056400,46,50,0.92
12,2,3500007700-3500056400,45,50,0.9
12,3,3500007700-3500056400,47,50,0.94
12,4,3500007700-3500056400,46,50,0.92
12,5,3500007700-3500056400,45,50,0.9
12,6,3500007700-3500056400,37,50,0.74
12,7,3500007700-3500056400,30,50,0.6
12,8,3500007700-3500056400,36,50,0.72
12,9,3500007700-3500056400,37,50,0.74
12,10,3500007700-3500056400,40,50,0.8
12,11,3500007700-3500056400,35,50,0.7
12,12,3500007700-3500056400,37,50,0.74
12,13,3500007700-3500056400,37,50,0.74
12,14,3500007700-3500056400,0,50,0.0
12,15,3500007700-3500056400,34,50,0.68
12,16,3500007700-3500056400,36,50,0.72
12,17,3500007700-3500056400,34,50,0.68
12,18,3500007700-3500056400,33,50,0.66
12,19,3500007700-3500056400,36,50,0.72
12,20,3500007700-3500056400,42,50,0.84
12,21,3500007700-3500056400,41,50,0.82
12,22,3500007700-3500056400,46,50,0.92
12,23,3500007700-3500056400,48,50,0.96
12,0,3500007700-3500081900,46,50,0.92
12,1,3500007700-3500081900,46,50,0.92
12,2,3500007700-3500081900,45,50,0.9
12,3,3500007700-3500081900,47,50,0.94
12,4,3500007700-3500081900,46,50,0.92
12,5,3500007700-3500081900,45,50,0.9
12,6,3500007700-3500081900,37,50,0.74
12,7,3500007700-3500081900,30,50,0.6
12,8,3500007700-3500081900,36,50,0.72
12,9,3500007700-3500081900,37,50,0.74
12,10,3500007700-3500081900,40,50,0.8
12,11,3500007700-3500081900,35,50,0.7
12,12,3500007700-3500081900,37,50,0.74
12,13,3500007700-3500081900,37,50,0.74
12,14,3500007700-3500081900,0,50,0.0
12,15,3500007700-3500081900,34,50,0.68
12,16,3500007700-3500081900,36,50,0.72
12,17,3500007700-3500081900,34,50,0.68
12,18,3500007700-3500081900,33,50,0.66
12,19,3500007700-3500081900,36,50,0.72
12,20,3500007700-3500081900,42,50,0.84
12,21,3500007700-3500081900,41,50,0.82
12,22,3500007700-3500081900,46,50,0.92
12,23,3500007700-3500081900,48,50,0.96
13,0,3500007700-3500056400,47,50,0.94
13,1,3500007700-3500056400,43,50,0.86
13,2,3500007700-3500056400,44,50,0.88
13,3,3500007700-3500056400,45,50,0.9
13,4,3500007700-3500056400,46,50,0.92
13,5,3500007700-3500056400,46,50,0.92
13,6,3500007700-3500056400,41,50,0.82
13,7,3500007700-3500056400,40,50,0.8
13,8,3500007700-3500056400,40,50,0.8
13,9,3500007700-3500056400,38,50,0.76
13,10,3500007700-3500056400,38,50,0.76
13,11,3500007700-3500056400,35,50,0.7
13,12,3500007700-3500056400,35,50,0.7
13,13,3500007700-3500056400,36,50,0.72
13,14,3500007700-3500056400,0,50,0.0
13,15,3500007700-3500056400,37,50,0.74
13,16,3500007700-3500056400,36,50,0.72
13,17,3500007700-3500056400,38,50,0.76
13,18,3500007700-3500056400,36,50,0.72
13,19,3500007700-3500056400,42,50,0.84
13,20,3500007700-3500056400,42,50,0.84
13,21,3500007700-3500056400,39,50,0.78
13,22,3500007700-3500056400,46,50,0.92
13,23,3500007700-3500056400,45,50,0.9
13,0,3500007700-3500081900,47,50,0.94
13,1,3500007700-3500081900,43,50,0.86
13,2,3500007700-3500081900,44,50,0.88
13,3,3500007700-3500081900,45,50,0.9
13,4,3500007700-3500081900,46,50,0.92
13,5,3500007700-3500081900,46,50,0.92
13,6,3500007700-3500081900,41,50,0.82
13,7,3500007700-3500081900,40,50,0.8
13,8,3500007700-3500081900,40,50,0.8
13,9,3500007700-3500081900,38,50,0.76
13,10,3500007700-3500081900,38,50,0.76
13,11,3500007700-3500081900,35,50,0.7
13,12,3500007700-3500081900,35,50,0.7
13,13,3500007700-3500081900,36,50,0.72
13,14,3500007700-3500081900,0,50,0.0
13,15,3500007700-3500081900,37,50,0.74
13,16,3500007700-3500081900,36,50,0.72
13,17,3500007700-3500081900,38,50,0.76
13,18,3500007700-3500081900,36,50,0.72
13,19,3500007700-3500081900,42,50,0.84
13,20,3500007700-3500081900,42,50,0.84
13,21,3500007700-3500081900,39,50,0.78
13,22,3500007700-3500081900,46,50,0.92
13,23,3500007700-3500081900,45,50,0.9
14,0,3500007700-3500056400,51,50,1.02
14,1,3500007700-3500056400,49,50,0.98
14,2,3500007700-3500056400,52,50,1.04
14,3,3500007700-3500056400,52,50,1.04
14,4,3500007700-3500056400,49,50,0.98
14,5,3500007700-3500056400,51,50,1.02
14,6,3500007700-3500056400,48,50,0.96
14,7,3500007700-3500056400,45,50,0.9
14,8,3500007700-3500056400,41,50,0.82
14,9,3500007700-3500056400,38,50,0.76
14,10,3500007700-3500056400,41,50,0.82
